exact_test_key	x	y	symbol	old_fg	old_bg	old_modifier	old_bits	new_fg	new_bg	new_modifier	new_bits	before_contrast_ratio	after_contrast_ratio	status
render::components::code_editor::disabled 120 40 junie mono	93	24	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	93	25	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	93	26	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	93	27	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	93	28	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	93	29	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	93	30	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	93	31	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	93	32	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	93	33	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	93	34	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	93	35	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	93	36	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	93	37	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	93	38	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	93	39	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	0	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	1	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	2	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	3	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	4	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	5	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	6	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	7	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	8	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	9	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	10	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	11	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	12	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	13	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	14	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	15	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	16	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	17	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	18	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	19	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	20	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	21	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	22	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	23	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	24	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	25	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	26	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	27	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	28	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	29	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	30	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	31	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	32	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	33	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	34	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	35	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	36	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	37	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	38	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	94	39	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	0	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	1	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	2	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	3	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	4	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	5	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	6	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	7	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	8	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	9	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	10	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	11	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	12	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	13	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	14	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	15	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	16	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	17	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	18	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	19	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	20	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	21	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	22	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	23	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	24	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	25	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	26	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	27	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	28	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	29	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	30	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	31	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	32	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	33	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	34	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	35	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	36	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	37	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	38	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	95	39	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	0	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	1	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	2	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	3	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	4	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	5	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	6	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	7	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	8	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	9	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	10	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	11	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	12	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	13	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	14	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	15	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	16	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	17	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	18	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	19	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	20	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	21	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	22	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	23	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	24	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	25	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	26	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	27	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	28	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	29	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	30	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	31	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	32	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	33	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	34	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	35	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	36	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	37	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	38	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	96	39	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	0	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	1	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	2	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	3	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	4	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	5	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	6	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	7	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	8	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	9	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	10	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	11	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	12	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	13	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	14	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	15	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	16	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	17	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	18	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	19	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	20	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	21	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	22	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	23	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	24	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	25	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	26	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	27	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	28	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	29	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	30	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	31	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	32	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	33	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	34	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	35	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	36	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	37	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	38	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	97	39	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	0	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	1	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	2	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	3	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	4	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	5	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	6	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	7	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	8	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	9	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	10	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	11	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	12	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	13	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	14	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	15	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	16	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	17	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	18	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	19	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	20	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	21	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	22	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	23	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	24	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	25	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	26	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	27	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	28	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	29	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	30	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	31	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	32	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
render::components::code_editor::disabled 120 40 junie mono	98	33	" "	Reset	Black	NONE	0	Black	Black	NONE	0	unknown	1.000	style-change
