exact_test_key	baseline_digest	captured_before_digest	match
render::components::wizard::focused 40 10 junie mono	460f5c1ee441a9e0	460f5c1ee441a9e0	yes
render::components::wizard::focused 40 10 junie truecolor	570b446a1182977c	570b446a1182977c	yes
render::components::wizard::focused 40 10 paper mono	526eebbd75b93920	526eebbd75b93920	yes
render::components::wizard::focused 40 10 paper truecolor	5e4c34fbf5f8830a	5e4c34fbf5f8830a	yes
render::components::wizard::pressed 120 40 junie mono	cef09389d9540263	cef09389d9540263	yes
render::components::wizard::pressed 120 40 junie truecolor	8862c8bb099345a8	8862c8bb099345a8	yes
render::components::wizard::pressed 120 40 paper mono	d8149fca0267121b	d8149fca0267121b	yes
render::components::wizard::pressed 120 40 paper truecolor	2a9991ed121f720a	2a9991ed121f720a	yes
render::components::wizard::pressed 40 10 junie mono	d82168f7118bd853	d82168f7118bd853	yes
render::components::wizard::pressed 40 10 junie truecolor	570b446a1182977c	570b446a1182977c	yes
render::components::wizard::pressed 40 10 paper mono	a69de91c023b557b	a69de91c023b557b	yes
render::components::wizard::pressed 40 10 paper truecolor	5e4c34fbf5f8830a	5e4c34fbf5f8830a	yes
