# phase	case	exact_test_key	digest	classification	frame
before	radio_group::focused	render::components::radio_group::focused 40 10 paper mono	dc874cf17df524c5	owned-cursor-state	frames/radio_group--focused__40x10__paper__mono.txt
before	radio_group::pressed	render::components::radio_group::pressed 120 40 junie truecolor	7c45f61130c600e6	owned-cursor-state	frames/radio_group--pressed__120x40__junie__truecolor.txt
before	radio_group::pressed	render::components::radio_group::pressed 40 10 junie truecolor	d9de17746e8da6a6	owned-cursor-state	frames/radio_group--pressed__40x10__junie__truecolor.txt
before	radio_group::pressed	render::components::radio_group::pressed 120 40 junie mono	c1fcc82633a44665	owned-cursor-state	frames/radio_group--pressed__120x40__junie__mono.txt
before	radio_group::pressed	render::components::radio_group::pressed 40 10 junie mono	96df91bc5acc71e5	owned-cursor-state	frames/radio_group--pressed__40x10__junie__mono.txt
before	radio_group::pressed	render::components::radio_group::pressed 120 40 paper truecolor	b74072a1943741bb	owned-cursor-state	frames/radio_group--pressed__120x40__paper__truecolor.txt
before	radio_group::pressed	render::components::radio_group::pressed 40 10 paper truecolor	9d9612086a084deb	owned-cursor-state	frames/radio_group--pressed__40x10__paper__truecolor.txt
before	radio_group::pressed	render::components::radio_group::pressed 120 40 paper mono	af7f1cd31203adff	owned-cursor-state	frames/radio_group--pressed__120x40__paper__mono.txt
before	radio_group::pressed	render::components::radio_group::pressed 40 10 paper mono	f604b3a6b831c57f	owned-cursor-state	frames/radio_group--pressed__40x10__paper__mono.txt
before	steps::disabled	render::components::steps::disabled 120 40 junie truecolor	623bc6071dbf9908	disabled-step-state	frames/steps--disabled__120x40__junie__truecolor.txt
before	steps::disabled	render::components::steps::disabled 40 10 junie truecolor	60ef4ac347301488	disabled-step-state	frames/steps--disabled__40x10__junie__truecolor.txt
before	steps::disabled	render::components::steps::disabled 120 40 junie mono	b054f35ce7b8a314	disabled-step-state	frames/steps--disabled__120x40__junie__mono.txt
before	steps::disabled	render::components::steps::disabled 40 10 junie mono	1c36ff0e2567fb14	disabled-step-state	frames/steps--disabled__40x10__junie__mono.txt
before	steps::disabled	render::components::steps::disabled 120 40 paper truecolor	b04e10d82c7e82fe	disabled-step-state	frames/steps--disabled__120x40__paper__truecolor.txt
before	steps::disabled	render::components::steps::disabled 40 10 paper truecolor	b25d51b8737ac6fe	disabled-step-state	frames/steps--disabled__40x10__paper__truecolor.txt
before	steps::disabled	render::components::steps::disabled 120 40 paper mono	b3f73e3ebdc10f48	disabled-step-state	frames/steps--disabled__120x40__paper__mono.txt
before	steps::disabled	render::components::steps::disabled 40 10 paper mono	0b0bd01297cf91e8	disabled-step-state	frames/steps--disabled__40x10__paper__mono.txt
before	steps::default	render::components::steps::default 120 40 junie truecolor	1d00177b06f03b80	step-status-glyph	frames/steps--default__120x40__junie__truecolor.txt
before	steps::default	render::components::steps::default 40 10 junie truecolor	e2b7fa7e0b700520	step-status-glyph	frames/steps--default__40x10__junie__truecolor.txt
before	steps::default	render::components::steps::default 120 40 junie mono	16c60c0e71d05628	step-status-glyph	frames/steps--default__120x40__junie__mono.txt
before	steps::default	render::components::steps::default 40 10 junie mono	fbf6cac31bf12a28	step-status-glyph	frames/steps--default__40x10__junie__mono.txt
before	steps::default	render::components::steps::default 120 40 paper truecolor	46db4044c112e098	step-status-glyph	frames/steps--default__120x40__paper__truecolor.txt
before	steps::default	render::components::steps::default 40 10 paper truecolor	7f5158e1e2c235c8	step-status-glyph	frames/steps--default__40x10__paper__truecolor.txt
before	steps::default	render::components::steps::default 120 40 paper mono	b679a4f6c77a9820	step-status-glyph	frames/steps--default__120x40__paper__mono.txt
before	steps::default	render::components::steps::default 40 10 paper mono	34f9ac6f86d83cc0	step-status-glyph	frames/steps--default__40x10__paper__mono.txt
before	steps::selected	render::components::steps::selected 120 40 junie truecolor	1d00177b06f03b80	step-status-glyph	frames/steps--selected__120x40__junie__truecolor.txt
before	steps::selected	render::components::steps::selected 40 10 junie truecolor	e2b7fa7e0b700520	step-status-glyph	frames/steps--selected__40x10__junie__truecolor.txt
before	steps::selected	render::components::steps::selected 120 40 junie mono	16c60c0e71d05628	step-status-glyph	frames/steps--selected__120x40__junie__mono.txt
before	steps::selected	render::components::steps::selected 40 10 junie mono	fbf6cac31bf12a28	step-status-glyph	frames/steps--selected__40x10__junie__mono.txt
before	steps::selected	render::components::steps::selected 120 40 paper truecolor	46db4044c112e098	step-status-glyph	frames/steps--selected__120x40__paper__truecolor.txt
before	steps::selected	render::components::steps::selected 40 10 paper truecolor	7f5158e1e2c235c8	step-status-glyph	frames/steps--selected__40x10__paper__truecolor.txt
before	steps::selected	render::components::steps::selected 120 40 paper mono	b679a4f6c77a9820	step-status-glyph	frames/steps--selected__120x40__paper__mono.txt
before	steps::selected	render::components::steps::selected 40 10 paper mono	34f9ac6f86d83cc0	step-status-glyph	frames/steps--selected__40x10__paper__mono.txt
before	steps::hovered	render::components::steps::hovered 120 40 junie truecolor	67b55aca61770e1a	step-status-glyph	frames/steps--hovered__120x40__junie__truecolor.txt
before	steps::hovered	render::components::steps::hovered 40 10 junie truecolor	beebaf04992a2ffa	step-status-glyph	frames/steps--hovered__40x10__junie__truecolor.txt
before	steps::hovered	render::components::steps::hovered 120 40 junie mono	16c60c0e71d05628	step-status-glyph	frames/steps--hovered__120x40__junie__mono.txt
before	steps::hovered	render::components::steps::hovered 40 10 junie mono	fbf6cac31bf12a28	step-status-glyph	frames/steps--hovered__40x10__junie__mono.txt
before	steps::hovered	render::components::steps::hovered 120 40 paper truecolor	172b7ce4c789d248	step-status-glyph	frames/steps--hovered__120x40__paper__truecolor.txt
before	steps::hovered	render::components::steps::hovered 40 10 paper truecolor	a384943eeb2095f8	step-status-glyph	frames/steps--hovered__40x10__paper__truecolor.txt
before	steps::hovered	render::components::steps::hovered 120 40 paper mono	b679a4f6c77a9820	step-status-glyph	frames/steps--hovered__120x40__paper__mono.txt
before	steps::hovered	render::components::steps::hovered 40 10 paper mono	34f9ac6f86d83cc0	step-status-glyph	frames/steps--hovered__40x10__paper__mono.txt
before	steps::pressed	render::components::steps::pressed 120 40 junie truecolor	7835c2a984c9f970	step-status-glyph	frames/steps--pressed__120x40__junie__truecolor.txt
before	steps::pressed	render::components::steps::pressed 40 10 junie truecolor	d7057c5b501f7e50	step-status-glyph	frames/steps--pressed__40x10__junie__truecolor.txt
before	steps::pressed	render::components::steps::pressed 120 40 junie mono	831f261cb10a53aa	step-status-glyph	frames/steps--pressed__120x40__junie__mono.txt
before	steps::pressed	render::components::steps::pressed 40 10 junie mono	c86e449c901601ea	step-status-glyph	frames/steps--pressed__40x10__junie__mono.txt
before	steps::pressed	render::components::steps::pressed 120 40 paper truecolor	5bfb3e4b80c37452	step-status-glyph	frames/steps--pressed__120x40__paper__truecolor.txt
before	steps::pressed	render::components::steps::pressed 40 10 paper truecolor	bfdebf63045e06f2	step-status-glyph	frames/steps--pressed__40x10__paper__truecolor.txt
before	steps::pressed	render::components::steps::pressed 120 40 paper mono	6589157e2e315230	step-status-glyph	frames/steps--pressed__120x40__paper__mono.txt
before	steps::pressed	render::components::steps::pressed 40 10 paper mono	d7c8326e45241790	step-status-glyph	frames/steps--pressed__40x10__paper__mono.txt
before	steps::focused	render::components::steps::focused 120 40 junie truecolor	1d00177b06f03b80	step-status-glyph	frames/steps--focused__120x40__junie__truecolor.txt
before	steps::focused	render::components::steps::focused 40 10 junie truecolor	e2b7fa7e0b700520	step-status-glyph	frames/steps--focused__40x10__junie__truecolor.txt
before	steps::focused	render::components::steps::focused 120 40 junie mono	16c60c0e71d05628	step-status-glyph	frames/steps--focused__120x40__junie__mono.txt
before	steps::focused	render::components::steps::focused 40 10 junie mono	fbf6cac31bf12a28	step-status-glyph	frames/steps--focused__40x10__junie__mono.txt
before	steps::focused	render::components::steps::focused 120 40 paper truecolor	46db4044c112e098	step-status-glyph	frames/steps--focused__120x40__paper__truecolor.txt
before	steps::focused	render::components::steps::focused 40 10 paper truecolor	7f5158e1e2c235c8	step-status-glyph	frames/steps--focused__40x10__paper__truecolor.txt
before	steps::focused	render::components::steps::focused 120 40 paper mono	b679a4f6c77a9820	step-status-glyph	frames/steps--focused__120x40__paper__mono.txt
before	steps::focused	render::components::steps::focused 40 10 paper mono	34f9ac6f86d83cc0	step-status-glyph	frames/steps--focused__40x10__paper__mono.txt
before	tabs::focused	render::components::tabs::focused 120 40 junie truecolor	345a10235d65f11f	owned-tab-cursor-state	frames/tabs--focused__120x40__junie__truecolor.txt
before	tabs::focused	render::components::tabs::focused 40 10 junie truecolor	870f0d29c4b57860	owned-tab-cursor-state	frames/tabs--focused__40x10__junie__truecolor.txt
before	tabs::focused	render::components::tabs::focused 120 40 junie mono	03263f48effb1240	owned-tab-cursor-state	frames/tabs--focused__120x40__junie__mono.txt
before	tabs::focused	render::components::tabs::focused 40 10 junie mono	8575598b028539ba	owned-tab-cursor-state	frames/tabs--focused__40x10__junie__mono.txt
before	tabs::focused	render::components::tabs::focused 120 40 paper truecolor	9aa17c11b0135f9e	owned-tab-cursor-state	frames/tabs--focused__120x40__paper__truecolor.txt
before	tabs::focused	render::components::tabs::focused 40 10 paper truecolor	2eb100378a3b3c43	owned-tab-cursor-state	frames/tabs--focused__40x10__paper__truecolor.txt
before	tabs::focused	render::components::tabs::focused 120 40 paper mono	ad59d0d63e9883e4	owned-tab-cursor-state	frames/tabs--focused__120x40__paper__mono.txt
before	tabs::focused	render::components::tabs::focused 40 10 paper mono	a26add1c3797f552	owned-tab-cursor-state	frames/tabs--focused__40x10__paper__mono.txt
before	steps::editing	render::components::steps::editing 120 40 junie truecolor	1d00177b06f03b80	step-status-glyph	frames/steps--editing__120x40__junie__truecolor.txt
before	steps::editing	render::components::steps::editing 40 10 junie truecolor	e2b7fa7e0b700520	step-status-glyph	frames/steps--editing__40x10__junie__truecolor.txt
before	steps::editing	render::components::steps::editing 120 40 junie mono	16c60c0e71d05628	step-status-glyph	frames/steps--editing__120x40__junie__mono.txt
before	steps::editing	render::components::steps::editing 40 10 junie mono	fbf6cac31bf12a28	step-status-glyph	frames/steps--editing__40x10__junie__mono.txt
before	steps::editing	render::components::steps::editing 120 40 paper truecolor	46db4044c112e098	step-status-glyph	frames/steps--editing__120x40__paper__truecolor.txt
before	steps::editing	render::components::steps::editing 40 10 paper truecolor	7f5158e1e2c235c8	step-status-glyph	frames/steps--editing__40x10__paper__truecolor.txt
before	steps::editing	render::components::steps::editing 120 40 paper mono	b679a4f6c77a9820	step-status-glyph	frames/steps--editing__120x40__paper__mono.txt
before	steps::editing	render::components::steps::editing 40 10 paper mono	34f9ac6f86d83cc0	step-status-glyph	frames/steps--editing__40x10__paper__mono.txt
before	too_small::empty	render::components::too_small::empty 120 40 junie truecolor	9ea56067744f820f	required-product-copy	frames/too_small--empty__120x40__junie__truecolor.txt
before	too_small::empty	render::components::too_small::empty 40 10 junie truecolor	fce3d5f93630e6e2	required-product-copy	frames/too_small--empty__40x10__junie__truecolor.txt
before	too_small::empty	render::components::too_small::empty 120 40 junie mono	d177c60d725d64aa	required-product-copy	frames/too_small--empty__120x40__junie__mono.txt
before	too_small::empty	render::components::too_small::empty 40 10 junie mono	256562eec5d491f8	required-product-copy	frames/too_small--empty__40x10__junie__mono.txt
before	too_small::empty	render::components::too_small::empty 120 40 paper truecolor	8f4dff939e99610b	required-product-copy	frames/too_small--empty__120x40__paper__truecolor.txt
before	too_small::empty	render::components::too_small::empty 40 10 paper truecolor	1c5bdeef8b58dbfe	required-product-copy	frames/too_small--empty__40x10__paper__truecolor.txt
before	too_small::empty	render::components::too_small::empty 120 40 paper mono	90e5348a0528c210	required-product-copy	frames/too_small--empty__120x40__paper__mono.txt
before	too_small::empty	render::components::too_small::empty 40 10 paper mono	e185626efd6e123c	required-product-copy	frames/too_small--empty__40x10__paper__mono.txt
before	tree::focused	render::components::tree::focused 120 40 junie truecolor	166c4078d8671dfc	owned-cursor-state	frames/tree--focused__120x40__junie__truecolor.txt
before	tree::focused	render::components::tree::focused 40 10 junie truecolor	f152f9641779aefc	owned-cursor-state	frames/tree--focused__40x10__junie__truecolor.txt
before	tree::focused	render::components::tree::focused 120 40 junie mono	baf575f7ba6f2151	owned-cursor-state	frames/tree--focused__120x40__junie__mono.txt
before	tree::focused	render::components::tree::focused 40 10 junie mono	9f3018afbf450231	owned-cursor-state	frames/tree--focused__40x10__junie__mono.txt
before	tree::focused	render::components::tree::focused 120 40 paper truecolor	3a2c6b7f8f1e5356	owned-cursor-state	frames/tree--focused__120x40__paper__truecolor.txt
before	tree::focused	render::components::tree::focused 40 10 paper truecolor	a577044e5105f946	owned-cursor-state	frames/tree--focused__40x10__paper__truecolor.txt
before	tree::focused	render::components::tree::focused 120 40 paper mono	b309aa954616d2e7	owned-cursor-state	frames/tree--focused__120x40__paper__mono.txt
before	tree::focused	render::components::tree::focused 40 10 paper mono	10dbf2bf094ddac7	owned-cursor-state	frames/tree--focused__40x10__paper__mono.txt
before	wizard::focused	render::components::wizard::focused 120 40 junie truecolor	8862c8bb099345a8	current-step-state	frames/wizard--focused__120x40__junie__truecolor.txt
before	wizard::focused	render::components::wizard::focused 40 10 junie truecolor	570b446a1182977c	current-step-state	frames/wizard--focused__40x10__junie__truecolor.txt
before	wizard::focused	render::components::wizard::focused 120 40 junie mono	493c6b527c9bb2b8	current-step-state	frames/wizard--focused__120x40__junie__mono.txt
before	wizard::focused	render::components::wizard::focused 40 10 junie mono	460f5c1ee441a9e0	current-step-state	frames/wizard--focused__40x10__junie__mono.txt
before	wizard::focused	render::components::wizard::focused 120 40 paper truecolor	2a9991ed121f720a	current-step-state	frames/wizard--focused__120x40__paper__truecolor.txt
before	wizard::focused	render::components::wizard::focused 40 10 paper truecolor	5e4c34fbf5f8830a	current-step-state	frames/wizard--focused__40x10__paper__truecolor.txt
before	wizard::focused	render::components::wizard::focused 120 40 paper mono	1f9a6c68f96d1140	current-step-state	frames/wizard--focused__120x40__paper__mono.txt
before	wizard::focused	render::components::wizard::focused 40 10 paper mono	526eebbd75b93920	current-step-state	frames/wizard--focused__40x10__paper__mono.txt
before	wizard::disabled	render::components::wizard::disabled 120 40 junie truecolor	8862c8bb099345a8	disabled-step-state	frames/wizard--disabled__120x40__junie__truecolor.txt
before	wizard::disabled	render::components::wizard::disabled 40 10 junie truecolor	570b446a1182977c	disabled-step-state	frames/wizard--disabled__40x10__junie__truecolor.txt
before	wizard::disabled	render::components::wizard::disabled 120 40 junie mono	7d73dde4a86214d0	disabled-step-state	frames/wizard--disabled__120x40__junie__mono.txt
before	wizard::disabled	render::components::wizard::disabled 40 10 junie mono	0fc62cbad509b9a8	disabled-step-state	frames/wizard--disabled__40x10__junie__mono.txt
before	wizard::disabled	render::components::wizard::disabled 120 40 paper truecolor	2a9991ed121f720a	disabled-step-state	frames/wizard--disabled__120x40__paper__truecolor.txt
before	wizard::disabled	render::components::wizard::disabled 40 10 paper truecolor	5e4c34fbf5f8830a	disabled-step-state	frames/wizard--disabled__40x10__paper__truecolor.txt
before	wizard::disabled	render::components::wizard::disabled 120 40 paper mono	cea8729184babed8	disabled-step-state	frames/wizard--disabled__120x40__paper__mono.txt
before	wizard::disabled	render::components::wizard::disabled 40 10 paper mono	aef7e3721926bf98	disabled-step-state	frames/wizard--disabled__40x10__paper__mono.txt
before	tree::pressed	render::components::tree::pressed 120 40 junie truecolor	166c4078d8671dfc	owned-cursor-state	frames/tree--pressed__120x40__junie__truecolor.txt
before	tree::pressed	render::components::tree::pressed 40 10 junie truecolor	f152f9641779aefc	owned-cursor-state	frames/tree--pressed__40x10__junie__truecolor.txt
before	tree::pressed	render::components::tree::pressed 120 40 junie mono	baf575f7ba6f2151	owned-cursor-state	frames/tree--pressed__120x40__junie__mono.txt
before	tree::pressed	render::components::tree::pressed 40 10 junie mono	9f3018afbf450231	owned-cursor-state	frames/tree--pressed__40x10__junie__mono.txt
before	tree::pressed	render::components::tree::pressed 120 40 paper truecolor	3a2c6b7f8f1e5356	owned-cursor-state	frames/tree--pressed__120x40__paper__truecolor.txt
before	tree::pressed	render::components::tree::pressed 40 10 paper truecolor	a577044e5105f946	owned-cursor-state	frames/tree--pressed__40x10__paper__truecolor.txt
before	tree::pressed	render::components::tree::pressed 120 40 paper mono	b309aa954616d2e7	owned-cursor-state	frames/tree--pressed__120x40__paper__mono.txt
before	tree::pressed	render::components::tree::pressed 40 10 paper mono	10dbf2bf094ddac7	owned-cursor-state	frames/tree--pressed__40x10__paper__mono.txt
before	wizard::pressed	render::components::wizard::pressed 120 40 junie truecolor	8862c8bb099345a8	current-step-state	frames/wizard--pressed__120x40__junie__truecolor.txt
before	wizard::pressed	render::components::wizard::pressed 40 10 junie truecolor	570b446a1182977c	current-step-state	frames/wizard--pressed__40x10__junie__truecolor.txt
before	wizard::pressed	render::components::wizard::pressed 120 40 junie mono	cef09389d9540263	current-step-state	frames/wizard--pressed__120x40__junie__mono.txt
before	wizard::pressed	render::components::wizard::pressed 40 10 junie mono	d82168f7118bd853	current-step-state	frames/wizard--pressed__40x10__junie__mono.txt
before	wizard::pressed	render::components::wizard::pressed 120 40 paper truecolor	2a9991ed121f720a	current-step-state	frames/wizard--pressed__120x40__paper__truecolor.txt
before	wizard::pressed	render::components::wizard::pressed 40 10 paper truecolor	5e4c34fbf5f8830a	current-step-state	frames/wizard--pressed__40x10__paper__truecolor.txt
before	wizard::pressed	render::components::wizard::pressed 120 40 paper mono	d8149fca0267121b	current-step-state	frames/wizard--pressed__120x40__paper__mono.txt
before	wizard::pressed	render::components::wizard::pressed 40 10 paper mono	a69de91c023b557b	current-step-state	frames/wizard--pressed__40x10__paper__mono.txt
