commit	parent	path	before_blob	after_blob	subject	review_owner	review_status	obligations
5e2d21abf85f6dd45cb7df2f6e40a793e99b74a0	c7269962880288ef83fb110cb0a64e544747c704	REFACTORING_STATE.md	a2b600648ba9fd5c19f591cb2b27c48c1c6f9afb	38867eeca82739ecd1c4db34efd8f7a365943371	docs: record Q1 completion checkpoint	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
ddd1ddaf84b8787a0b7ae5027ce870cc8c556411	5e2d21abf85f6dd45cb7df2f6e40a793e99b74a0	REFACTORING_STATE.md	38867eeca82739ecd1c4db34efd8f7a365943371	245093acfb5759d06aa354047b8dbfb2c2d11f17	docs: record Rawls TextArea checkpoint	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
4535ff1a4884f0d37f6fc078df29763f9b826570	db37043538f6d9ce1020ccbb1d4aae163d50434e	REFACTORING_STATE.md	245093acfb5759d06aa354047b8dbfb2c2d11f17	13e1120a0791bda2467baf1e60c7c3700e83c3a8	docs: record Kant conformance checkpoint	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
d49145febd725c99c5b09be3170aecdf9cc23074	efe17ca46c06a1e32ff64843bc708da6af8b1afd	REFACTORING_STATE.md	13e1120a0791bda2467baf1e60c7c3700e83c3a8	e075954a7160232ddf7758560127b5b3557ec893	docs: record fresh Slice 4 results	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
ad94d12ad582ca92d0866d01c727804bf42fdbb3	1e9776f3437b04885f7e7df30438c154d9bdffdc	REFACTORING_STATE.md	e075954a7160232ddf7758560127b5b3557ec893	11748f02138c11c3308077b1de51f7e766b57e1e	docs: record the session 4 measured baseline, lane split and two corrections	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
70dacec1dd527218bdba394675938a9e9c4de285	ad94d12ad582ca92d0866d01c727804bf42fdbb3	COMPONENT_ARCHITECTURE.md	0c17e2d06d1285ef23cf56a689dd7cb907e03300	2d161ea3bf2c3e75f248f04824664607641fd7ce	docs: record adjudications 31 and 32 and correct four wrong records	early;historian_inline;middle_where_present	direct_full_initial_or_parent_delta_union	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
70dacec1dd527218bdba394675938a9e9c4de285	ad94d12ad582ca92d0866d01c727804bf42fdbb3	REFACTORING_STATE.md	11748f02138c11c3308077b1de51f7e766b57e1e	8d1a9bfc6f749f9c9668d63af275824b01fbb1a3	docs: record adjudications 31 and 32 and correct four wrong records	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
3ed377e3046bff295fec662ddeca350acf971215	98c7ac515ec2166ec908ccdd9f410f7005b3cc07	COMPONENT_ARCHITECTURE.md	2d161ea3bf2c3e75f248f04824664607641fd7ce	5eb5176abbf41976b0dbe2efae9a4eca014172a8	docs: record section 29.8 and correct four measured counts	early;historian_inline;middle_where_present	direct_full_initial_or_parent_delta_union	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
3de3e8e2d35eb59908b9b6361967cbc94006f7ff	799480443e7d40e8f5fa7709b48b9fa13f47ccd9	REFACTORING_STATE.md	8d1a9bfc6f749f9c9668d63af275824b01fbb1a3	416b87985adc246586696a99933731b333ad4799	docs: record latest slice 4 checkpoint	history_middle	direct_cumulative_source_plus_additive_only_parent_deltas	history-middle.md STATE346-1669;HM01-HM71
9486b654ed006bb9aa916c2d2ca9087a18ec42d8	95f486f0b51148d378a2cf5f22ac5a8c67129bb5	COMPONENT_ARCHITECTURE.md	5eb5176abbf41976b0dbe2efae9a4eca014172a8	19f6ff13c6ab278cb2cfd9248bddb85e369dfb84	docs: record adjudications 33 and 34; fix the authoring reference and Empty's parts	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;direct_original_delta_read	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
c617616419dfa11f8a18881c4ac0d1fa5c301a24	9486b654ed006bb9aa916c2d2ca9087a18ec42d8	REFACTORING_STATE.md	416b87985adc246586696a99933731b333ad4799	508a30788dab7447a7436157248d9c78d4bdf5b9	docs: record adjudications 33 and 34, four decorative gates, and one governance incident	history_middle	direct_cumulative_source_plus_additive_only_parent_deltas	history-middle.md STATE346-1669;HM01-HM71
afc60678dc088387a1b49cc6e0c79780e6d22f1b	36bfad8c3a7a85474c65d3fb3a17c0a105cb5e99	COMPONENT_ARCHITECTURE.md	19f6ff13c6ab278cb2cfd9248bddb85e369dfb84	76d0f64a58729ef40fde22dd12101e419780738b	docs: strike Ui::scroll_region and name the defect class behind it	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;direct_original_delta_read	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
afc60678dc088387a1b49cc6e0c79780e6d22f1b	36bfad8c3a7a85474c65d3fb3a17c0a105cb5e99	REFACTORING_STATE.md	508a30788dab7447a7436157248d9c78d4bdf5b9	a7853cdcadce7d757a3f073913116456c35afe69	docs: strike Ui::scroll_region and name the defect class behind it	history_middle	direct_cumulative_source_plus_additive_only_parent_deltas	history-middle.md STATE346-1669;HM01-HM71
838f25e0e4a00193d163f8715fc04a11aad628c9	e1883489d21a8228c86cfee0bfb7dcdaca6b53df	COMPONENT_ARCHITECTURE.md	76d0f64a58729ef40fde22dd12101e419780738b	6c853aac44fd8510a4b67dfe234e4a72c8d79ccc	docs: add section 20.10 item 19 and record adjudication 36	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;direct_original_delta_read	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
0223f2765800030ed3c4db4f1a4c1ea46e9628fc	838f25e0e4a00193d163f8715fc04a11aad628c9	REFACTORING_STATE.md	a7853cdcadce7d757a3f073913116456c35afe69	c964f12c98ee311dd3e7a802247a5f5ffdfa829a	docs: mirror sections 35 and 36 and correct my digest-movement claim	history_middle	direct_cumulative_source_plus_additive_only_parent_deltas	history-middle.md STATE346-1669;HM01-HM71
8ee997712616cc5317633d974e53495bed714151	5da6aeb58c3da9609fbade0a48ca9aef7d9f58f7	COMPONENT_ARCHITECTURE.md	6c853aac44fd8510a4b67dfe234e4a72c8d79ccc	9f0362d21da2f26143be14471a8ae6bb2eac787b	docs: record the gate audit as section 37 and close incident 2	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;direct_original_delta_read	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
6ec29171cbc645d403dee47a8c6348261cca19ba	22cf4b985057f2424dead6240a9cdd33897746bf	COMPONENT_ARCHITECTURE.md	9f0362d21da2f26143be14471a8ae6bb2eac787b	2166eda6f3206b7cac1cdf1f1ad34b7dd206fc73	docs: correct eleven wrong figures in section 16.6 and the baseline it names	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;direct_original_delta_read	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
739754c762cd65159d1f621886913e1a49827be4	6ec29171cbc645d403dee47a8c6348261cca19ba	COMPONENT_ARCHITECTURE.md	2166eda6f3206b7cac1cdf1f1ad34b7dd206fc73	05cfca259c2bc967a7f67557d4458ee7cd88e7d0	docs: record adjudication 38 and restate the readiness rule as a capability	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;direct_original_delta_read	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
7f7cc6aca8021169ecfdb53e878654bac40c9afd	739754c762cd65159d1f621886913e1a49827be4	COMPONENT_ARCHITECTURE.md	05cfca259c2bc967a7f67557d4458ee7cd88e7d0	a29dfdea5d92c0d2d09715a9a22a27cbfd4009be	docs: record adjudication 39, which blocks the pending bless	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;direct_original_delta_read	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
7f7cc6aca8021169ecfdb53e878654bac40c9afd	739754c762cd65159d1f621886913e1a49827be4	REFACTORING_STATE.md	c964f12c98ee311dd3e7a802247a5f5ffdfa829a	7737f48263488422c06412f67996f98b44849d29	docs: record adjudication 39, which blocks the pending bless	history_middle	direct_cumulative_source_plus_additive_only_parent_deltas	history-middle.md STATE346-1669;HM01-HM71
a3fe79b1ee61117e8a044e05d68294546d5daf0d	319d8aa9a645b7e67268bfeccceb22d22ef5fb81	COMPONENT_ARCHITECTURE.md	a29dfdea5d92c0d2d09715a9a22a27cbfd4009be	d6f60764bf593c4620e8393455bfd7d2caf1d4fb	docs: record section 40, the premise nobody checked	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;direct_original_delta_read	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
2c848f9e10d050c3099a826067aecca04d027157	a3fe79b1ee61117e8a044e05d68294546d5daf0d	COMPONENT_ARCHITECTURE.md	d6f60764bf593c4620e8393455bfd7d2caf1d4fb	6ed690e33a812f6ac7a75b52595bc378a4c1a80e	docs: record section 41, the eighth instance and two real API gaps	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;no_older_section_change	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
2399c1adeef55c6b69a0faa1875bdce888ec69d2	0673591036fe53149b71a7a46f4e4e6e5ea417b4	COMPONENT_ARCHITECTURE.md	6ed690e33a812f6ac7a75b52595bc378a4c1a80e	9df29306287943025d52705399dc06127422c2d0	docs: record section 42, Slice 8 scoping and three more doc-check holes	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;no_older_section_change	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
7e49bbd13447a677fdb9cdaf67b999ef3aa4eaf7	9ff059c226dd62eb78822e66a72853d3fdbc182d	REFACTORING_STATE.md	7737f48263488422c06412f67996f98b44849d29	66272b2c3bbd5c73be50c43c0ad5fdf03fced89b	docs: record that Slice 4 wave 1 is effectively closed	history_middle	direct_cumulative_source_plus_additive_only_parent_deltas	history-middle.md STATE346-1669;HM01-HM71
463efcad7ccdb7ec04be24965acef4fad5df4a6e	52da837525ae88bf7e2e044f7c0d66e6d24b438d	REFACTORING_STATE.md	66272b2c3bbd5c73be50c43c0ad5fdf03fced89b	07d920d8ebcf9e04d4e6ad7418e45f240e48111b	docs: record the measured gate state after the wave-1 commit	history_middle	direct_cumulative_source_plus_additive_only_parent_deltas	history-middle.md STATE346-1669;HM01-HM71
1b580d749ba761809bf6d52cf94139c67518e904	087b6b810f23d248fb2eb88cb1271ea2c0116099	COMPONENT_ARCHITECTURE.md	9df29306287943025d52705399dc06127422c2d0	5fd42c9d9b55721593fec0784506d3e990ba92ba	docs: record section 43, including a gate that now looks right	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;no_older_section_change	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
e6eaca4896755d23ec290deaf97508114bc06964	3fa382cb7c5769262702093cbdb001336ffb2c95	COMPONENT_ARCHITECTURE.md	5fd42c9d9b55721593fec0784506d3e990ba92ba	d08be5afe63a1447ed0b975b2ee120989eb95dd6	docs: record section 44, the legacy disposition and the defect it exposed	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;no_older_section_change	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
f165ac447eb500b71d189070ea736101088540af	e6eaca4896755d23ec290deaf97508114bc06964	REFACTORING_STATE.md	07d920d8ebcf9e04d4e6ad7418e45f240e48111b	3f6bf9eacd092ce967e5b61fef4561edcfbe9808	docs: record Slice 4 wave-1 verification	history_middle	direct_cumulative_source_plus_additive_only_parent_deltas	history-middle.md STATE346-1669;HM01-HM71
de817f2627b12739c658a08c0a2ce456e2da016a	f165ac447eb500b71d189070ea736101088540af	COMPONENT_ARCHITECTURE.md	d08be5afe63a1447ed0b975b2ee120989eb95dd6	f730219c58a7abc35d4fa3e1e42fc0c4f96b0d9e	docs: record section 45, and correct two stale claims in section 40	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;no_older_section_change	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
3dc44c48625c1cd03e67e685d41111d55919bfde	de817f2627b12739c658a08c0a2ce456e2da016a	COMPONENT_ARCHITECTURE.md	f730219c58a7abc35d4fa3e1e42fc0c4f96b0d9e	e7d72bc0a5e8c9f51a7fc50f8974105c452e9862	docs: record section 46, Slice 5 cannot run as the appendix specifies	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;no_older_section_change	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
364689766c64985aced3b4bb1bdb79a5ee15be54	d62785d31aa9272baba76509f2fce96e89b087cc	COMPONENT_ARCHITECTURE.md	e7d72bc0a5e8c9f51a7fc50f8974105c452e9862	aa15f681432b0d8f629d0ec4a2469a2e28954c9f	docs: record section 47, including a convention standing in for a guarantee	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;no_older_section_change	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
b60c8280d1e117dfb2f095a59c1fb0c783850ebd	364689766c64985aced3b4bb1bdb79a5ee15be54	COMPONENT_ARCHITECTURE.md	aa15f681432b0d8f629d0ec4a2469a2e28954c9f	60bd93be945e632f09ffd37d1aaa237d64acf060	docs: record adjudication 47, deferring the rename past Slice 7	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;direct_original_delta_read	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
43d8db05697f5cae1feef07cf9723e4f897a0b6a	b60c8280d1e117dfb2f095a59c1fb0c783850ebd	REFACTORING_STATE.md	3f6bf9eacd092ce967e5b61fef4561edcfbe9808	1eb3536a3571562bd15c090dc395c47499b617b2	docs: record the remaining critical path in dependency order	history_middle	direct_cumulative_source_plus_additive_only_parent_deltas	history-middle.md STATE346-1669;HM01-HM71
444ae3d9dbd449115c06e3695c326b76c2b43c1e	7433a2c0237190af207898b8dd5a9fca342033c9	COMPONENT_ARCHITECTURE.md	60bd93be945e632f09ffd37d1aaa237d64acf060	c0f44dc76a61fdc4a968e52c247e5c891808c60e	docs: record section 48, thirty-three invisible names	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;direct_original_delta_read	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
4d2621102a75343cb000bda483c2235a76ce2627	e6ecd1d80ad0b362abc707e5d3870a86de2246f3	COMPONENT_ARCHITECTURE.md	c0f44dc76a61fdc4a968e52c247e5c891808c60e	cfd1961a3fc9728b173b1b33e7a939e5851ec8b2	docs: record adjudication 49 and add section 20.10 item 20	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;direct_original_delta_read	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
3adb6efec560ba14a1e49faaa44057ba0ee824ad	aed6f41dfe605074b3b32c9343e7f063dbf3d3e2	COMPONENT_ARCHITECTURE.md	cfd1961a3fc9728b173b1b33e7a939e5851ec8b2	dc03a38408ccd7d47eb0d3dab6113d6eb2074c52	docs: adjudicate remaining component contracts	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;direct_original_delta_read	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
3adb6efec560ba14a1e49faaa44057ba0ee824ad	aed6f41dfe605074b3b32c9343e7f063dbf3d3e2	REFACTORING_STATE.md	1eb3536a3571562bd15c090dc395c47499b617b2	20f064978d7be79f88156f4312216271f12c061c	docs: adjudicate remaining component contracts	history_middle	direct_cumulative_source_plus_additive_only_parent_deltas	history-middle.md STATE346-1669;HM01-HM71
14bca4a3246777bb5109d901f9259823749a34b3	bfcf5e44204d8a7ba1d84b6ec63e7b3af76ad0e1	COMPONENT_ARCHITECTURE.md	dc03a38408ccd7d47eb0d3dab6113d6eb2074c52	8ee6f561ebd026143130dfcec52b12a04ad00b03	docs: adjudicate collection behavior and scaling	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;no_older_section_change	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
14bca4a3246777bb5109d901f9259823749a34b3	bfcf5e44204d8a7ba1d84b6ec63e7b3af76ad0e1	REFACTORING_STATE.md	20f064978d7be79f88156f4312216271f12c061c	5de5987de1c5b86216576941bcf379a1b79f2569	docs: adjudicate collection behavior and scaling	history_middle	direct_cumulative_source_plus_additive_only_parent_deltas	history-middle.md STATE346-1669;HM01-HM71
a1759b2a21adeac08222f2438243033fabd77512	f28a81e3fc748330fdb73ed9fe91ab368af0a7ef	COMPONENT_ARCHITECTURE.md	8ee6f561ebd026143130dfcec52b12a04ad00b03	d9ab7d46c7490f3c028d844da3b9148d40fd43cc	feat(tui): complete component architecture slice	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;direct_original_delta_read	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
a1759b2a21adeac08222f2438243033fabd77512	f28a81e3fc748330fdb73ed9fe91ab368af0a7ef	REFACTORING_STATE.md	5de5987de1c5b86216576941bcf379a1b79f2569	07870186b0a45f68d2d173f55cb0ccca43413a31	feat(tui): complete component architecture slice	history_middle	direct_cumulative_source_plus_additive_only_parent_deltas	history-middle.md STATE346-1669;HM01-HM71
5715d2dfb546655840178175dda49fbc7c38cf5a	a1759b2a21adeac08222f2438243033fabd77512	REFACTORING_STATE.md	07870186b0a45f68d2d173f55cb0ccca43413a31	1cf0e0cb3b86e91bdaee1b51dac89db465d0bee0	docs(refactor): checkpoint slice four integration	history_middle	direct_cumulative_source_plus_additive_only_parent_deltas	history-middle.md STATE346-1669;HM01-HM71
ecc13378f4ff1cd5902ffd96bcddc580ba894f43	26913cc14b6304419c9626a019f1af2d0b8a1ce7	COMPONENT_ARCHITECTURE.md	d9ab7d46c7490f3c028d844da3b9148d40fd43cc	34602bce819eb2f88f9661b1ff3403fee8f9d3d3	docs(refactor): record opus closure decisions	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;no_older_section_change	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
ecc13378f4ff1cd5902ffd96bcddc580ba894f43	26913cc14b6304419c9626a019f1af2d0b8a1ce7	REFACTORING_STATE.md	1cf0e0cb3b86e91bdaee1b51dac89db465d0bee0	8c78d0b50313f05889283d7fa916dc548738374c	docs(refactor): record opus closure decisions	history_middle	direct_cumulative_source_plus_additive_only_parent_deltas	history-middle.md STATE346-1669;HM01-HM71
cae32f882697cf92f7bdbe18e8292e7d1ff47a60	e9545703d9f2c6a0a5e790911b80120777adda35	COMPONENT_ARCHITECTURE.md	34602bce819eb2f88f9661b1ff3403fee8f9d3d3	c0f55ebf1f345933f4e9d877d6f7b32af1d8d283	fix(capture): complete matrix and fail closed	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;direct_original_delta_read	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
0c6c45df865de00dc1edf26a782792abafc2af1c	23eae339424bfd8b719e0c7a9aa449b8cb155fdd	COMPONENT_ARCHITECTURE.md	c0f55ebf1f345933f4e9d877d6f7b32af1d8d283	d15ad05d0b51c6d4fb2483db013db2bc9ed22986	chore: archive architecture guard WIP	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;direct_original_delta_read	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
0c6c45df865de00dc1edf26a782792abafc2af1c	23eae339424bfd8b719e0c7a9aa449b8cb155fdd	REFACTORING_STATE.md	8c78d0b50313f05889283d7fa916dc548738374c	d9312dfd58ae63c41c068b8563fee9edccffb3c0	chore: archive architecture guard WIP	historian_late_delta;history_late_semantics	direct_late_delta_or_exact_name_normalization	history-other-docs.md late STATE;history-late.md
3296f55ee8f2d1e1b243c501660171b0cab298bd	bdee6917ee218a5bedad4c45a48b9713601256be	COMPONENT_ARCHITECTURE.md	c0f55ebf1f345933f4e9d877d6f7b32af1d8d283	d15ad05d0b51c6d4fb2483db013db2bc9ed22986	chore: archive architecture guard WIP	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;identical_prefix_pair:0c6c45df/23eae339	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
3296f55ee8f2d1e1b243c501660171b0cab298bd	bdee6917ee218a5bedad4c45a48b9713601256be	REFACTORING_STATE.md	8c78d0b50313f05889283d7fa916dc548738374c	d9312dfd58ae63c41c068b8563fee9edccffb3c0	chore: archive architecture guard WIP	historian_late_delta;history_late_semantics	direct_late_delta_or_exact_name_normalization	history-other-docs.md late STATE;history-late.md
a573eba86d938099416d302ca9788bf1ba9ed8e7	b0c020825b76e8ef06c65059e1986a6afc56b0c0	COMPONENT_ARCHITECTURE.md	c0f55ebf1f345933f4e9d877d6f7b32af1d8d283	d15ad05d0b51c6d4fb2483db013db2bc9ed22986	chore: archive architecture guard WIP	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;identical_prefix_pair:0c6c45df/23eae339	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
a573eba86d938099416d302ca9788bf1ba9ed8e7	b0c020825b76e8ef06c65059e1986a6afc56b0c0	REFACTORING_STATE.md	8c78d0b50313f05889283d7fa916dc548738374c	d9312dfd58ae63c41c068b8563fee9edccffb3c0	chore: archive architecture guard WIP	historian_late_delta;history_late_semantics	direct_late_delta_or_exact_name_normalization	history-other-docs.md late STATE;history-late.md
08cabdf0d4c6b15e4637196ad0660b6887ba5aec	b0c020825b76e8ef06c65059e1986a6afc56b0c0	COMPONENT_ARCHITECTURE.md	c0f55ebf1f345933f4e9d877d6f7b32af1d8d283	d15ad05d0b51c6d4fb2483db013db2bc9ed22986	fix(architecture): harden Slice 5 boundary guards	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;identical_prefix_pair:0c6c45df/23eae339	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
08cabdf0d4c6b15e4637196ad0660b6887ba5aec	b0c020825b76e8ef06c65059e1986a6afc56b0c0	REFACTORING_STATE.md	8c78d0b50313f05889283d7fa916dc548738374c	d9312dfd58ae63c41c068b8563fee9edccffb3c0	fix(architecture): harden Slice 5 boundary guards	historian_late_delta;history_late_semantics	direct_late_delta_or_exact_name_normalization	history-other-docs.md late STATE;history-late.md
612ff7af6b80fc5c2da24a0bf8791136ec9d0a8a	08cabdf0d4c6b15e4637196ad0660b6887ba5aec	COMPONENT_ARCHITECTURE.md	d15ad05d0b51c6d4fb2483db013db2bc9ed22986	aeee7aef75988ab05d311158080b53148821cd89	fix(architecture): require per-page showcase ownership	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;direct_original_delta_read	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
612ff7af6b80fc5c2da24a0bf8791136ec9d0a8a	08cabdf0d4c6b15e4637196ad0660b6887ba5aec	REFACTORING_STATE.md	d9312dfd58ae63c41c068b8563fee9edccffb3c0	e956432e0116bba9b9e5b3e0b26dcaf5c2285bad	fix(architecture): require per-page showcase ownership	historian_late_delta;history_late_semantics	direct_late_delta_or_exact_name_normalization	history-other-docs.md late STATE;history-late.md
37f9031ef59a7b6fb7711a157b95355d0b63d525	d252c1ea6d31838e34fe80df534378538f7a5235	COMPONENT_ARCHITECTURE.md	d15ad05d0b51c6d4fb2483db013db2bc9ed22986	aeee7aef75988ab05d311158080b53148821cd89	fix(architecture): require per-page showcase ownership	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;identical_prefix_pair:612ff7af/08cabdf0	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
37f9031ef59a7b6fb7711a157b95355d0b63d525	d252c1ea6d31838e34fe80df534378538f7a5235	REFACTORING_STATE.md	d9312dfd58ae63c41c068b8563fee9edccffb3c0	e956432e0116bba9b9e5b3e0b26dcaf5c2285bad	fix(architecture): require per-page showcase ownership	historian_late_delta;history_late_semantics	direct_late_delta_or_exact_name_normalization	history-other-docs.md late STATE;history-late.md
246f7e40d4da181d6549db2f2d6e63bb4d5c5436	7784719628b39f346a62e6c6f9def2a5c0dba58c	COMPONENT_ARCHITECTURE.md	aeee7aef75988ab05d311158080b53148821cd89	06254f3e91e3b9ad9079bf60cc702d9bfcb33454	chore: archive integration WIP	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;direct_original_delta_read	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
246f7e40d4da181d6549db2f2d6e63bb4d5c5436	7784719628b39f346a62e6c6f9def2a5c0dba58c	HANDOFF_SLICE4_WAVE1.md	50be7f75159378b654a1c12675fc218d0a08ad36	4246b423064dbd3cac98acdea12c1fd9254635e4	chore: archive integration WIP	historian	direct_parent_delta_read	history-other-docs.md document-lineage disposition
246f7e40d4da181d6549db2f2d6e63bb4d5c5436	7784719628b39f346a62e6c6f9def2a5c0dba58c	REFACTORING_STATE.md	e956432e0116bba9b9e5b3e0b26dcaf5c2285bad	9e4ad165ef75cd4a7e54670773fcf966e24c4b6b	chore: archive integration WIP	historian_late_delta;history_late_semantics	direct_late_delta_or_exact_name_normalization	history-other-docs.md late STATE;history-late.md
2f20bea26da20307ee75038f1475f83364b460ae	638135defc61b1462a766f5e32fa76859cda9612	COMPONENT_ARCHITECTURE.md	aeee7aef75988ab05d311158080b53148821cd89	84673d7952007475398287694982e79d7f6fa05b	chore: archive capture-hardening WIP	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;direct_original_delta_read	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
df83c5ed5d0f5b131908105cca8cafc18d2ad364	a40daa59106265f46695c9acca34d52699c16655	COMPONENT_ARCHITECTURE.md	34602bce819eb2f88f9661b1ff3403fee8f9d3d3	aeee7aef75988ab05d311158080b53148821cd89	chore: preserve remote Showcase archive history	early_amendments;middle;late	direct_scoped_union_or_exact_prefix_pair;direct_original_delta_read	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
df83c5ed5d0f5b131908105cca8cafc18d2ad364	a40daa59106265f46695c9acca34d52699c16655	REFACTORING_STATE.md	8c78d0b50313f05889283d7fa916dc548738374c	e956432e0116bba9b9e5b3e0b26dcaf5c2285bad	chore: preserve remote Showcase archive history	historian	direct_complete_parent_blob_delta_read	history-other-docs.md lateSTATE;history-inline-api.md merge-edge closure
