commit	parent	before_blob	after_blob	before_sections_0_29_sha256	after_sections_0_29_sha256	coverage	evidence
3f26ab1455e4d73ffff5de874e24a481a68658d5	7944fa17e2698d84fb95f39579dddef87fcc3ae0	b1a245c18cdbc80bbd4c67e556172b96661609c2	8bdeebd36bace141da234ef9b1d4030a23b99022	097f940b40006978b6a62de073b5d84c3b03b23c30810ba1bdccb24e4054ebe6	6d3044cf13985686efc808132094f63775c177c957ad88d5a6006d7ce7e83c30	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
cd70747d3f40799026654ead9f5ccf93802fd862	a5a8b952875ad833ee363311da066cd91c8cac06	8bdeebd36bace141da234ef9b1d4030a23b99022	4d8025e0090723f34a4dcb92230928f0e9444369	6d3044cf13985686efc808132094f63775c177c957ad88d5a6006d7ce7e83c30	7fb9f9136cc39f183fcab4874226ecbdf642345f0f7e4ed9d823d17e573be50b	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
43a147f037ebba15e4acff0cfcf61e3641d10a23	a473ed302aa26c3a1c99bb75f65ccf4ab779be53	4d8025e0090723f34a4dcb92230928f0e9444369	7ae08eb589a81c780f37abe1f020698a77ab6185	7fb9f9136cc39f183fcab4874226ecbdf642345f0f7e4ed9d823d17e573be50b	b4ae02896c4bf63b5aaa4e887795c40c02e8a879c6d0dba8951cef93cfcb3c18	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
15371443467d1f8a069067d0cae106bd8636bfec	f713ccb2a34eecbc9e43fa7121b5ee7f5aa1b86a	7ae08eb589a81c780f37abe1f020698a77ab6185	d330fa2952adc754008c452cb95c21ef5aeedfd7	b4ae02896c4bf63b5aaa4e887795c40c02e8a879c6d0dba8951cef93cfcb3c18	d62c4666805e1b7a44102b0cd71b578ef935f7558b11e547c2aee32bba89cc0a	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
2a0cf299d02fae2adff2020f068ac8d5a00757e8	af5e63a249d85a08b95b00b4f29fd17973989a68	d330fa2952adc754008c452cb95c21ef5aeedfd7	cafb31a2229b86ea4e862217772b6799a77f43c3	d62c4666805e1b7a44102b0cd71b578ef935f7558b11e547c2aee32bba89cc0a	966113bc3c4dd75b2ebaf511d749ba36d47da3d77ec2c133c652c189f7edb0e5	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
f01703a6a20e53423cfa136ebba5067f8a3da197	443c91a33146b3056950c1956cbe5d058ccfd13a	cafb31a2229b86ea4e862217772b6799a77f43c3	359d4e9cbf574d15daa259226b2c41c1318265e1	966113bc3c4dd75b2ebaf511d749ba36d47da3d77ec2c133c652c189f7edb0e5	c37003a48646776b3f207fbec8e01c9e0fb103dfb1c2982898bf5b4292c00705	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
8514210cf8592bc9ed1a9f9693847077d08c904b	4c0939405acf905dcf279f480eb92c9eb7fc839d	359d4e9cbf574d15daa259226b2c41c1318265e1	460792d0cb7dc407b5d11415949c474538d4dec0	c37003a48646776b3f207fbec8e01c9e0fb103dfb1c2982898bf5b4292c00705	e720f9e3e1db721f57dec50eb010cb6ecc1992774107f8ff31bf2605b6fccc9a	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
2ebe74c54a4ee02efcc3f4adc81bc9f7450b0448	588423d2b7beb19806d7f24d4d33d3a5c810bda0	460792d0cb7dc407b5d11415949c474538d4dec0	ce5d17948fb1e54b6e05360dbdf8c4fff6b5240c	e720f9e3e1db721f57dec50eb010cb6ecc1992774107f8ff31bf2605b6fccc9a	e720f9e3e1db721f57dec50eb010cb6ecc1992774107f8ff31bf2605b6fccc9a	no_older_section_change	history-early-amendments.md; evidence/early-amendment-extract.cjs
2caff4552ae845bb7b81f19a8f87c15c16a925ce	54391b4b799dc84fe6d94212f96efd5a5a31541c	ce5d17948fb1e54b6e05360dbdf8c4fff6b5240c	8e5ee3b33fc42978c9150c525c3675b42424c400	e720f9e3e1db721f57dec50eb010cb6ecc1992774107f8ff31bf2605b6fccc9a	aea52afc1a4a7c6449a1fe335737e8b8989d01cda0b2706f84176c708b0b7eb2	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
4afca16fe004764fa95c6c2aeea59fe85329d350	708a0722653b2185108a43e746f73f3887017f63	8e5ee3b33fc42978c9150c525c3675b42424c400	687c405fde12358dbc27dbdd24659de3765ef99b	aea52afc1a4a7c6449a1fe335737e8b8989d01cda0b2706f84176c708b0b7eb2	02454d78fa46bc9b9894d21be029b55eea09fb93ceaae08ab5474eaa97a53315	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
4a9dcab115db911e22fb114efa3527f96eff4509	4afca16fe004764fa95c6c2aeea59fe85329d350	687c405fde12358dbc27dbdd24659de3765ef99b	103a31a11defa1c68467aa87273cb2fbe7cd91df	02454d78fa46bc9b9894d21be029b55eea09fb93ceaae08ab5474eaa97a53315	d9728a9fc695c3e76aa1e556cebe22e98063d85bc7fa156902a24d950426f2c1	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
b1c8c4476136c14f6a1dbc0b9fb3340bad7318a6	b44de49b5fe8d5242d2cc0b15d657da82fbaf199	103a31a11defa1c68467aa87273cb2fbe7cd91df	d825a172a4216e9009e20224310f6defb2f563a6	d9728a9fc695c3e76aa1e556cebe22e98063d85bc7fa156902a24d950426f2c1	10105d36ae6990fec5398bcc58385b5268338faab981cc4720eb6870d25b262b	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
934c92dc2b5c466489088dc7011814f6eed648c0	ee175d5d87fc18ed7fd4cc0aa78bf65d60537090	d825a172a4216e9009e20224310f6defb2f563a6	36343e8069f0ed4ac2bf118cfab8633d4c72ea40	10105d36ae6990fec5398bcc58385b5268338faab981cc4720eb6870d25b262b	d1622cbd5339629f56beaa1e9eeabd8ab504bcde8da2d5d537bcb8f6f704d7c1	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
2f139259ad4320b42b02aa70356e622338319380	d3a6da03fa5276a553dc4694a7f0cf5ca890c03e	36343e8069f0ed4ac2bf118cfab8633d4c72ea40	03c4f9caccc0c4e42b970c2190d3c897c8f657f3	d1622cbd5339629f56beaa1e9eeabd8ab504bcde8da2d5d537bcb8f6f704d7c1	0bb2d0e4b6743c28b25c61a123d7042043c6b6beaf00d0f00d69e096a2aa6db9	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
d52ee38b35270396fe8cdb9fa37073f0bc794bc6	976cb45cd714c138017587de101009dcfaea8ef5	03c4f9caccc0c4e42b970c2190d3c897c8f657f3	bcd85a487b0b0273c07338295a3a76a48192179f	0bb2d0e4b6743c28b25c61a123d7042043c6b6beaf00d0f00d69e096a2aa6db9	0bb2d0e4b6743c28b25c61a123d7042043c6b6beaf00d0f00d69e096a2aa6db9	no_older_section_change	history-early-amendments.md; evidence/early-amendment-extract.cjs
29ed8e5e7f69b24dd8ca8351e91333d613d7ae99	d52ee38b35270396fe8cdb9fa37073f0bc794bc6	bcd85a487b0b0273c07338295a3a76a48192179f	ebcca7205c673b53312d77f9904314dbb8f14bd2	0bb2d0e4b6743c28b25c61a123d7042043c6b6beaf00d0f00d69e096a2aa6db9	0bb2d0e4b6743c28b25c61a123d7042043c6b6beaf00d0f00d69e096a2aa6db9	no_older_section_change	history-early-amendments.md; evidence/early-amendment-extract.cjs
577bf53311cf264917e4c2c57b2e97dfcce5bac2	2317e34d275a5c576222b9cac33f532c3fffbf03	ebcca7205c673b53312d77f9904314dbb8f14bd2	ca29d577423544a62c777b54de8c343b6dc4ce0c	0bb2d0e4b6743c28b25c61a123d7042043c6b6beaf00d0f00d69e096a2aa6db9	5a9ad37ce0e8d837ef3e5b0cacd84063c7158bfc587286b565619ea48c496c94	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
aacb7cb3f54ac9d01a9ae9235b36ecce749528f1	d2df556b2dfa23b6fa62935d1ce403f634dda2a4	ca29d577423544a62c777b54de8c343b6dc4ce0c	11b6b3157784387e7862d64029e3da2c68588a05	5a9ad37ce0e8d837ef3e5b0cacd84063c7158bfc587286b565619ea48c496c94	fff6c73e0f085403327aeef82897a19bcbaa78c560ec456af755aa30c355306c	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
309241051cce3af5802c2587e591c1dcd0e757ba	7991eb0a709c25810a26001dc95f4512f33023fa	11b6b3157784387e7862d64029e3da2c68588a05	853f2ccae06c5de064654ef6ca97760a51cc28bf	fff6c73e0f085403327aeef82897a19bcbaa78c560ec456af755aa30c355306c	89fabbd0c15fbe2bab8ef5c0cd61b7becf1dfd6be98ac59470c031bbd6647fc7	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
d4715f8e453fa8078a7a51dc73c63931bd53af03	f98c375d6e5c891a97132dc8659722a324f32b1f	460792d0cb7dc407b5d11415949c474538d4dec0	b2da2ea84bd94458ebf7ea3a1dee04532a092ed1	e720f9e3e1db721f57dec50eb010cb6ecc1992774107f8ff31bf2605b6fccc9a	0e47b1d39e54b69815bd39e7ab9935256092d5863cf0ed8e4b43024b0c4e0f4e	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
da4b136493f1a94bf0f377530d1085d69c29b6ca	f9ba0c3a8166449dc3763d41ab4419b2251a87b5	853f2ccae06c5de064654ef6ca97760a51cc28bf	de3a8b215c05d4a2e4dbe6a3a6a7c5825f301881	89fabbd0c15fbe2bab8ef5c0cd61b7becf1dfd6be98ac59470c031bbd6647fc7	89fabbd0c15fbe2bab8ef5c0cd61b7becf1dfd6be98ac59470c031bbd6647fc7	no_older_section_change	history-early-amendments.md; evidence/early-amendment-extract.cjs
c62ec8d334d6ff89bc73ea1aee9f76d4a124f3aa	f394c6a794efc8ea93695d36e99f5dc919461342	de3a8b215c05d4a2e4dbe6a3a6a7c5825f301881	c57cb71fb1f41b54046004fe39618434d826f72e	89fabbd0c15fbe2bab8ef5c0cd61b7becf1dfd6be98ac59470c031bbd6647fc7	89fabbd0c15fbe2bab8ef5c0cd61b7becf1dfd6be98ac59470c031bbd6647fc7	no_older_section_change	history-early-amendments.md; evidence/early-amendment-extract.cjs
e94c144364003c6b527a12109cb43015416bf6b5	c62ec8d334d6ff89bc73ea1aee9f76d4a124f3aa	c57cb71fb1f41b54046004fe39618434d826f72e	0628139ff3fb7cb92bfdea4f972a6dc1f2fa4679	89fabbd0c15fbe2bab8ef5c0cd61b7becf1dfd6be98ac59470c031bbd6647fc7	0b8a370c1bd0dc4952e4576723e4cfbd09dcf722025f198c8b9c31ab8156968d	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
c3b51b96ba1b7b096bb310252399e7b38856f54c	0191acbfb034621c02142fc6e322bdf345cc0a24	0628139ff3fb7cb92bfdea4f972a6dc1f2fa4679	3b7885e63c7a61abf94b52590529868571fd4fa8	0b8a370c1bd0dc4952e4576723e4cfbd09dcf722025f198c8b9c31ab8156968d	0a3ddd651e2948c06fa09c20de93445a0a216fd7a492cce846191dcf703c8a8e	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
c3b51b96ba1b7b096bb310252399e7b38856f54c	af1e752e145e15ef7a91821c9adc6ef9d965551a	b2da2ea84bd94458ebf7ea3a1dee04532a092ed1	3b7885e63c7a61abf94b52590529868571fd4fa8	0e47b1d39e54b69815bd39e7ab9935256092d5863cf0ed8e4b43024b0c4e0f4e	0a3ddd651e2948c06fa09c20de93445a0a216fd7a492cce846191dcf703c8a8e	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
7b27732a8c3c131760ec3438f641cb3c11343a42	ef405e22db9eba06ec3a423321d4115b5956f42e	b2da2ea84bd94458ebf7ea3a1dee04532a092ed1	3b7885e63c7a61abf94b52590529868571fd4fa8	0e47b1d39e54b69815bd39e7ab9935256092d5863cf0ed8e4b43024b0c4e0f4e	0a3ddd651e2948c06fa09c20de93445a0a216fd7a492cce846191dcf703c8a8e	identical_prefix_pair:c3b51b96/af1e752e	history-early-amendments.md; evidence/early-amendment-extract.cjs

