group	source	destination	sha256
architecture	docs/refactoring-plan/evidence/architecture-bootstrap-driver.py	refactoring-tasks/terminal-components/completion/072/trusted/architecture-bootstrap/architecture-bootstrap-driver.py	e40d2b0fc3f8c83b597604fd493c5f767238a4cb8e3d280b40d81a2b12a051d0
architecture	docs/refactoring-plan/evidence/architecture-bootstrap-fixture/app.rs	refactoring-tasks/terminal-components/completion/072/trusted/architecture-bootstrap/architecture-bootstrap-fixture/app.rs	ab68e3911d94f6c8b852adee385b882c44648ca56213c7282ba9dbf1ed4fe9fb
architecture	docs/refactoring-plan/evidence/architecture-bootstrap-fixture/library.rs	refactoring-tasks/terminal-components/completion/072/trusted/architecture-bootstrap/architecture-bootstrap-fixture/library.rs	c1dd8b7abd6dd36fb7fa9f6710e435cb2232c201a358f15dfadb20c1b65b58d4
architecture	docs/refactoring-plan/evidence/architecture-bootstrap-fixture/main.rs	refactoring-tasks/terminal-components/completion/072/trusted/architecture-bootstrap/architecture-bootstrap-fixture/main.rs	397a8f5cd59c96acee4c35fc63dbb4707c44e61dac058e42eea62b37a0593da9
architecture	docs/refactoring-plan/evidence/architecture-bootstrap-main-driver.py	refactoring-tasks/terminal-components/completion/072/trusted/architecture-bootstrap/architecture-bootstrap-main-driver.py	fdb0ba703c0be4e7055c51ecec3ddc37a7fc889ead6f04f0618eccdeeca2cbe1
architecture	docs/refactoring-plan/evidence/architecture-bootstrap-main-probe.rs	refactoring-tasks/terminal-components/completion/072/trusted/architecture-bootstrap/architecture-bootstrap-main-probe.rs	235ebd62add080c5ea6b554c493fa1456049cd3c1c3b973b4943d1e41f73d1c6
architecture	docs/refactoring-plan/evidence/architecture-bootstrap-nested-row-probe.rs	refactoring-tasks/terminal-components/completion/072/trusted/architecture-bootstrap/architecture-bootstrap-nested-row-probe.rs	ae1082058743a4b50b30034578ba9b07390793fbd93eb96bb61f71fcf08109ed
architecture	docs/refactoring-plan/evidence/architecture-bootstrap-protocol.md	refactoring-tasks/terminal-components/completion/072/trusted/architecture-bootstrap/architecture-bootstrap-protocol.md	a050c13dc375963b08e5e1e269f00f5b937ae5864c553182c63b8499cce4988a
architecture	docs/refactoring-plan/evidence/architecture-bootstrap-rain-probe.rs	refactoring-tasks/terminal-components/completion/072/trusted/architecture-bootstrap/architecture-bootstrap-rain-probe.rs	71dcd5d13d240dad8c33a3eeb7e8e73862180c4a2bd504d4a20195d7fbe9dc2f
architecture	docs/refactoring-plan/evidence/architecture-bootstrap-source-driver.py	refactoring-tasks/terminal-components/completion/072/trusted/architecture-bootstrap/architecture-bootstrap-source-driver.py	b1a74b78f6a13d0ba2430e016aa25471314a31301b814adbec878428a38f9ed6
architecture	docs/refactoring-plan/evidence/architecture-bootstrap-source-observer.rs	refactoring-tasks/terminal-components/completion/072/trusted/architecture-bootstrap/architecture-bootstrap-source-observer.rs	f3ec84d4824b8d2155a653f50c303faa81a82b3fa2679cc7dc8b0ea3c5a8d75b
architecture	docs/refactoring-plan/evidence/architecture-bootstrap-source-policy.py	refactoring-tasks/terminal-components/completion/072/trusted/architecture-bootstrap/architecture-bootstrap-source-policy.py	ec20832058b6db26c589031bd1a332435d85ee95914df568d5dba98c5983585a
architecture	docs/refactoring-plan/evidence/architecture-bootstrap-source-protocol.md	refactoring-tasks/terminal-components/completion/072/trusted/architecture-bootstrap/architecture-bootstrap-source-protocol.md	7ed24f2f80bda3757aecc9da5c71ff48f8e570fabae55f9b0d308d6f6a604c42
architecture	docs/refactoring-plan/evidence/architecture-bootstrap-state-vectors.json	refactoring-tasks/terminal-components/completion/072/trusted/architecture-bootstrap/architecture-bootstrap-state-vectors.json	03742cb09ce0c9605b1db758e4fb35aefc3e1d16ff207168dafc85fbc0e6fcb8
architecture	docs/refactoring-plan/evidence/architecture-bootstrap-vectors.json	refactoring-tasks/terminal-components/completion/072/trusted/architecture-bootstrap/architecture-bootstrap-vectors.json	72c20cadbfe2bbb9dea09ee48e00f857961ce025dab8d78694b0b891d4f85380
architecture	docs/refactoring-plan/evidence/main-source.tar.gz	refactoring-tasks/terminal-components/completion/072/trusted/architecture-bootstrap/main-source.tar.gz	ab9568812e86e3c8e18c1d945886d4b2387b1e175ad61ba4d60750b5d6f98119
broker	docs/refactoring-plan/evidence/architecture-bootstrap-actual-driver.py	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/architecture-bootstrap-actual-driver.py	a3e03f8ed0227bbb9a2186bc16536b8b29ca64667f0b0eba69c992b84a232f57
broker	docs/refactoring-plan/evidence/architecture-bootstrap-conformance-probe.rs	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/architecture-bootstrap-conformance-probe.rs	4ab0ebae375b17c3dd30787ab567fec6218cc787eb3f08e57faf698ac9d03f50
broker	docs/refactoring-plan/evidence/architecture-bootstrap-driver.py	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/architecture-bootstrap-driver.py	e40d2b0fc3f8c83b597604fd493c5f767238a4cb8e3d280b40d81a2b12a051d0
broker	docs/refactoring-plan/evidence/architecture-bootstrap-fixture/app.rs	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/architecture-bootstrap-fixture/app.rs	ab68e3911d94f6c8b852adee385b882c44648ca56213c7282ba9dbf1ed4fe9fb
broker	docs/refactoring-plan/evidence/architecture-bootstrap-fixture/library.rs	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/architecture-bootstrap-fixture/library.rs	c1dd8b7abd6dd36fb7fa9f6710e435cb2232c201a358f15dfadb20c1b65b58d4
broker	docs/refactoring-plan/evidence/architecture-bootstrap-fixture/main.rs	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/architecture-bootstrap-fixture/main.rs	397a8f5cd59c96acee4c35fc63dbb4707c44e61dac058e42eea62b37a0593da9
broker	docs/refactoring-plan/evidence/architecture-bootstrap-main-driver.py	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/architecture-bootstrap-main-driver.py	fdb0ba703c0be4e7055c51ecec3ddc37a7fc889ead6f04f0618eccdeeca2cbe1
broker	docs/refactoring-plan/evidence/architecture-bootstrap-main-probe.rs	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/architecture-bootstrap-main-probe.rs	235ebd62add080c5ea6b554c493fa1456049cd3c1c3b973b4943d1e41f73d1c6
broker	docs/refactoring-plan/evidence/architecture-bootstrap-nested-row-probe.rs	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/architecture-bootstrap-nested-row-probe.rs	ae1082058743a4b50b30034578ba9b07390793fbd93eb96bb61f71fcf08109ed
broker	docs/refactoring-plan/evidence/architecture-bootstrap-protocol.md	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/architecture-bootstrap-protocol.md	a050c13dc375963b08e5e1e269f00f5b937ae5864c553182c63b8499cce4988a
broker	docs/refactoring-plan/evidence/architecture-bootstrap-rain-probe.rs	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/architecture-bootstrap-rain-probe.rs	71dcd5d13d240dad8c33a3eeb7e8e73862180c4a2bd504d4a20195d7fbe9dc2f
broker	docs/refactoring-plan/evidence/architecture-bootstrap-source-driver.py	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/architecture-bootstrap-source-driver.py	b1a74b78f6a13d0ba2430e016aa25471314a31301b814adbec878428a38f9ed6
broker	docs/refactoring-plan/evidence/architecture-bootstrap-source-observer.rs	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/architecture-bootstrap-source-observer.rs	f3ec84d4824b8d2155a653f50c303faa81a82b3fa2679cc7dc8b0ea3c5a8d75b
broker	docs/refactoring-plan/evidence/architecture-bootstrap-source-policy.py	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/architecture-bootstrap-source-policy.py	ec20832058b6db26c589031bd1a332435d85ee95914df568d5dba98c5983585a
broker	docs/refactoring-plan/evidence/architecture-bootstrap-source-protocol.md	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/architecture-bootstrap-source-protocol.md	7ed24f2f80bda3757aecc9da5c71ff48f8e570fabae55f9b0d308d6f6a604c42
broker	docs/refactoring-plan/evidence/architecture-bootstrap-state-vectors.json	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/architecture-bootstrap-state-vectors.json	03742cb09ce0c9605b1db758e4fb35aefc3e1d16ff207168dafc85fbc0e6fcb8
broker	docs/refactoring-plan/evidence/architecture-bootstrap-vectors.json	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/architecture-bootstrap-vectors.json	72c20cadbfe2bbb9dea09ee48e00f857961ce025dab8d78694b0b891d4f85380
broker	docs/refactoring-plan/evidence/broker-bootstrap-driver.py	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/broker-bootstrap-driver.py	ab112498f58ccd357e955f628435b01780c8af5d62a4f9f38d1db5eca703e152
broker	docs/refactoring-plan/evidence/broker-bootstrap-observer.rs	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/broker-bootstrap-observer.rs	ab260be9aa91f3ac9dd284e817118b9d24f8c2e645b5a33c1f5efa81427d1278
broker	docs/refactoring-plan/evidence/broker-bootstrap-protocol.md	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/broker-bootstrap-protocol.md	a3c69dcd2bd18e4e1ed9de55e738ac3e48080c67801ad2d7cdd091bc99f76f75
broker	docs/refactoring-plan/evidence/host-bootstrap-observer.py	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/host-bootstrap-observer.py	04c27acbd00577eecfe0a69a19154df23b62fc8f85ddc0231e47705e3c7a95f0
broker	docs/refactoring-plan/evidence/main-source.tar.gz	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/main-source.tar.gz	ab9568812e86e3c8e18c1d945886d4b2387b1e175ad61ba4d60750b5d6f98119
broker	docs/refactoring-plan/evidence/runner-bootstrap-accounting.py	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/runner-bootstrap-accounting.py	8468412179b55a5abba3c431ed1cc81d4e9955ef9ee0a914cf64dcd3cb7e5b14
broker	docs/refactoring-plan/evidence/runner-bootstrap-app.py	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/runner-bootstrap-app.py	682d8e14c480b85175f78748ca25dd163f501a63b9751257007147b679e2fd2c
broker	docs/refactoring-plan/evidence/runner-bootstrap-driver.py	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/runner-bootstrap-driver.py	4a481d42161963eb620d271c9fa8474d605c42bebd76f1b206a5e34de31619c4
broker	docs/refactoring-plan/evidence/runner-bootstrap-extensions-protocol.md	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/runner-bootstrap-extensions-protocol.md	d21085556b5a70314540faac89db7cdc848c642c647ac9f598f80729b44b6191
broker	docs/refactoring-plan/evidence/runner-bootstrap-extensions.py	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/runner-bootstrap-extensions.py	e9083cde278a3bfe2d9deada1225b1657c4dda090e2ba2ee0f3a0faba3882ae6
broker	docs/refactoring-plan/evidence/runner-bootstrap-index.py	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/runner-bootstrap-index.py	6d1e6c717a396c57835ec12ed308691dc1eb5b710939c2268d1845cbd7704710
broker	docs/refactoring-plan/evidence/runner-bootstrap-native.py	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/runner-bootstrap-native.py	b425dfdba38c89b46db734c277f318cf5784d032624f7bd2f409a526869f7996
broker	docs/refactoring-plan/evidence/runner-bootstrap-performance.rs	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/runner-bootstrap-performance.rs	7b9c3903da134f478a9d78994ea1a1cb465341e2d208b7d96065d3f4cd188fed
broker	docs/refactoring-plan/evidence/runner-bootstrap-protocol.md	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/runner-bootstrap-protocol.md	87ec5da1bef74c69b590e77fa6ef98fc518e4131fd3543c72b88187f165da1cc
broker	docs/refactoring-plan/evidence/runner-bootstrap-worker.py	refactoring-tasks/terminal-components/completion/072/trusted/broker-bootstrap/runner-bootstrap-worker.py	e5bd488a947bd7fa43d46b9f3658016c3d6a586e60ccfba093aff24d2678198a
flow	docs/refactoring-plan/holla-route-expansion.md	refactoring-tasks/terminal-components/completion/072/trusted/holla-route-expansion.md	aab96c612abe05388b08eb1275dc9324cf768dabb69ec67bc14c42b246176550
flow	docs/refactoring-plan/holla-route-sites.tsv	refactoring-tasks/terminal-components/completion/072/trusted/holla-route-sites.tsv	eb3c6d66bffd441fd61964b41e6c08f0c2db2ba33ec02f0184bde43834aba045
flow	docs/refactoring-plan/holla-stage-audit.tsv	refactoring-tasks/terminal-components/completion/072/trusted/holla-stage-audit.tsv	058bf7a7ec980410f37b9c698b847206f876704cc6eb403dfd93483c2efda7fc
flow	docs/refactoring-plan/holla-stage-contract.md	refactoring-tasks/terminal-components/completion/072/trusted/holla-stage-contract.md	2d8dd4c203d8b49ffec5b744e1aa8783fa841a2c6a83e08aec30183b57596cb1
flow	docs/refactoring-plan/holla-stage-contributions.tsv	refactoring-tasks/terminal-components/completion/072/trusted/holla-stage-contributions.tsv	c96e205274077d7fdc21da7f4c36c6a6959c67cd697ec329d2cb772eb5cd2386
flow	docs/refactoring-plan/holla-trace-corrections.md	refactoring-tasks/terminal-components/completion/072/trusted/holla-trace-corrections.md	cb64706e4134127e47047838db404c490af8a4f0eae0c63c791c61f79dc4e42f
proof	docs/refactoring-plan/evidence/host-bootstrap-driver.py	refactoring-tasks/terminal-components/completion/072/trusted/proof-bootstrap/host-bootstrap-driver.py	3b31181a58fb78954bc70f421cbab7fe395e58bd671ad331c7c2563d4748a1db
proof	docs/refactoring-plan/evidence/host-bootstrap-fixture/AGENTS.md	refactoring-tasks/terminal-components/completion/072/trusted/proof-bootstrap/host-bootstrap-fixture/AGENTS.md	3527fbd145b7074a62cc63dff6177e887561075bf7b88576cee1279cf8d47bbd
proof	docs/refactoring-plan/evidence/host-bootstrap-fixture/README.md	refactoring-tasks/terminal-components/completion/072/trusted/proof-bootstrap/host-bootstrap-fixture/README.md	02bd2540ab9034fa4d25dc253c18366533b5308ece049053404a105be447d579
proof	docs/refactoring-plan/evidence/host-bootstrap-fixture/check.py	refactoring-tasks/terminal-components/completion/072/trusted/proof-bootstrap/host-bootstrap-fixture/check.py	a1ba0ef5a4cffb091d480fde3b1977612accb3e94dbf19460cf82f378f574726
proof	docs/refactoring-plan/evidence/host-bootstrap-fixture/forged-host.py	refactoring-tasks/terminal-components/completion/072/trusted/proof-bootstrap/host-bootstrap-fixture/forged-host.py	afd8529a3d58077b2567a1e3b65384fa1613e6ee0de030ecb7276f23e94b0581
proof	docs/refactoring-plan/evidence/host-bootstrap-fixture/substituting-host.py	refactoring-tasks/terminal-components/completion/072/trusted/proof-bootstrap/host-bootstrap-fixture/substituting-host.py	c7eae2f1e23d4233d0d41ef08252097f70940f05682e0b2965ec42eb1ca80803
proof	docs/refactoring-plan/evidence/host-bootstrap-fixture/task.toml	refactoring-tasks/terminal-components/completion/072/trusted/proof-bootstrap/host-bootstrap-fixture/task.toml	53799ee23646124e1e4094178643831ffe8a6fc36bdc1d1e48e455abeba7cf04
proof	docs/refactoring-plan/evidence/host-bootstrap-fixture/verify.toml	refactoring-tasks/terminal-components/completion/072/trusted/proof-bootstrap/host-bootstrap-fixture/verify.toml	2cbbd73344a5a30e88f809920c140fbcc45718675a30fe75797d8af1e464847d
proof	docs/refactoring-plan/evidence/host-bootstrap-observer.py	refactoring-tasks/terminal-components/completion/072/trusted/proof-bootstrap/host-bootstrap-observer.py	04c27acbd00577eecfe0a69a19154df23b62fc8f85ddc0231e47705e3c7a95f0
proof	docs/refactoring-plan/evidence/host-bootstrap-protocol.md	refactoring-tasks/terminal-components/completion/072/trusted/proof-bootstrap/host-bootstrap-protocol.md	65be48956806c56028743cf494eec3e994aa176d8ef650cb5e451298524c4a7d
proof	docs/refactoring-plan/evidence/host-bootstrap-vectors.json	refactoring-tasks/terminal-components/completion/072/trusted/proof-bootstrap/host-bootstrap-vectors.json	3bfd68251995a3e3115aca081d9789f101beca0f1b1d3c40cecd7ed312d77098
proof	docs/refactoring-plan/evidence/proof-comparator-bootstrap.py	refactoring-tasks/terminal-components/completion/072/trusted/proof-bootstrap/proof-comparator-bootstrap.py	3ecb9c6ea3a37da22a864c0c016f6ea58a0ec52973742782d5f73c3e4c7c8dae
proof	docs/refactoring-plan/evidence/proof-comparator-protocol.md	refactoring-tasks/terminal-components/completion/072/trusted/proof-bootstrap/proof-comparator-protocol.md	9ae9625897a57942ae7a505ccdbf8250bd62382827c966bd4cc260c7137fc905
proof	docs/refactoring-plan/evidence/proof-comparator-vectors.json	refactoring-tasks/terminal-components/completion/072/trusted/proof-bootstrap/proof-comparator-vectors.json	84f4b35d92acc39bd5feddfb639920b8484aaff12f9de1f71807612d753046d0
runner	docs/refactoring-plan/evidence/host-bootstrap-observer.py	refactoring-tasks/terminal-components/completion/072/trusted/runner-bootstrap/host-bootstrap-observer.py	04c27acbd00577eecfe0a69a19154df23b62fc8f85ddc0231e47705e3c7a95f0
runner	docs/refactoring-plan/evidence/runner-bootstrap-accounting.py	refactoring-tasks/terminal-components/completion/072/trusted/runner-bootstrap/runner-bootstrap-accounting.py	8468412179b55a5abba3c431ed1cc81d4e9955ef9ee0a914cf64dcd3cb7e5b14
runner	docs/refactoring-plan/evidence/runner-bootstrap-app.py	refactoring-tasks/terminal-components/completion/072/trusted/runner-bootstrap/runner-bootstrap-app.py	682d8e14c480b85175f78748ca25dd163f501a63b9751257007147b679e2fd2c
runner	docs/refactoring-plan/evidence/runner-bootstrap-driver.py	refactoring-tasks/terminal-components/completion/072/trusted/runner-bootstrap/runner-bootstrap-driver.py	4a481d42161963eb620d271c9fa8474d605c42bebd76f1b206a5e34de31619c4
runner	docs/refactoring-plan/evidence/runner-bootstrap-extensions-protocol.md	refactoring-tasks/terminal-components/completion/072/trusted/runner-bootstrap/runner-bootstrap-extensions-protocol.md	d21085556b5a70314540faac89db7cdc848c642c647ac9f598f80729b44b6191
runner	docs/refactoring-plan/evidence/runner-bootstrap-extensions.py	refactoring-tasks/terminal-components/completion/072/trusted/runner-bootstrap/runner-bootstrap-extensions.py	e9083cde278a3bfe2d9deada1225b1657c4dda090e2ba2ee0f3a0faba3882ae6
runner	docs/refactoring-plan/evidence/runner-bootstrap-index.py	refactoring-tasks/terminal-components/completion/072/trusted/runner-bootstrap/runner-bootstrap-index.py	6d1e6c717a396c57835ec12ed308691dc1eb5b710939c2268d1845cbd7704710
runner	docs/refactoring-plan/evidence/runner-bootstrap-native.py	refactoring-tasks/terminal-components/completion/072/trusted/runner-bootstrap/runner-bootstrap-native.py	b425dfdba38c89b46db734c277f318cf5784d032624f7bd2f409a526869f7996
runner	docs/refactoring-plan/evidence/runner-bootstrap-performance.rs	refactoring-tasks/terminal-components/completion/072/trusted/runner-bootstrap/runner-bootstrap-performance.rs	7b9c3903da134f478a9d78994ea1a1cb465341e2d208b7d96065d3f4cd188fed
runner	docs/refactoring-plan/evidence/runner-bootstrap-protocol.md	refactoring-tasks/terminal-components/completion/072/trusted/runner-bootstrap/runner-bootstrap-protocol.md	87ec5da1bef74c69b590e77fa6ef98fc518e4131fd3543c72b88187f165da1cc
runner	docs/refactoring-plan/evidence/runner-bootstrap-worker.py	refactoring-tasks/terminal-components/completion/072/trusted/runner-bootstrap/runner-bootstrap-worker.py	e5bd488a947bd7fa43d46b9f3658016c3d6a586e60ccfba093aff24d2678198a
flow	docs/refactoring-plan/shell-contribution-contract.md	refactoring-tasks/terminal-components/completion/072/trusted/shell-contribution-contract.md	f6e61281935fbaa5123cc66136861bd301f5954f695c058c2857d4545f3dccc5
flow	docs/refactoring-plan/shell-contributions.tsv	refactoring-tasks/terminal-components/completion/072/trusted/shell-contributions.tsv	7de9e27736906daa9a1d7a8577558b6102c96367d7b8005bdf8469128dad53c1
flow	docs/refactoring-plan/shell-frame-contributions.tsv	refactoring-tasks/terminal-components/completion/072/trusted/shell-frame-contributions.tsv	ddf9d9cbcc872b97af43a01166dcbf86497b6f5dc86cfda9334c4b2210040f1e
style-timing	docs/refactoring-plan/evidence/architecture-bootstrap-actual-driver.py	refactoring-tasks/terminal-components/completion/072/trusted/style-timing-bootstrap/architecture-bootstrap-actual-driver.py	a3e03f8ed0227bbb9a2186bc16536b8b29ca64667f0b0eba69c992b84a232f57
style-timing	docs/refactoring-plan/evidence/architecture-bootstrap-main-driver.py	refactoring-tasks/terminal-components/completion/072/trusted/style-timing-bootstrap/architecture-bootstrap-main-driver.py	fdb0ba703c0be4e7055c51ecec3ddc37a7fc889ead6f04f0618eccdeeca2cbe1
style-timing	docs/refactoring-plan/evidence/host-bootstrap-observer.py	refactoring-tasks/terminal-components/completion/072/trusted/style-timing-bootstrap/host-bootstrap-observer.py	04c27acbd00577eecfe0a69a19154df23b62fc8f85ddc0231e47705e3c7a95f0
style-timing	docs/refactoring-plan/evidence/main-source.tar.gz	refactoring-tasks/terminal-components/completion/072/trusted/style-timing-bootstrap/main-source.tar.gz	ab9568812e86e3c8e18c1d945886d4b2387b1e175ad61ba4d60750b5d6f98119
style-timing	docs/refactoring-plan/evidence/runner-bootstrap-app.py	refactoring-tasks/terminal-components/completion/072/trusted/style-timing-bootstrap/runner-bootstrap-app.py	682d8e14c480b85175f78748ca25dd163f501a63b9751257007147b679e2fd2c
style-timing	docs/refactoring-plan/evidence/runner-bootstrap-driver.py	refactoring-tasks/terminal-components/completion/072/trusted/style-timing-bootstrap/runner-bootstrap-driver.py	4a481d42161963eb620d271c9fa8474d605c42bebd76f1b206a5e34de31619c4
style-timing	docs/refactoring-plan/evidence/runner-bootstrap-worker.py	refactoring-tasks/terminal-components/completion/072/trusted/style-timing-bootstrap/runner-bootstrap-worker.py	e5bd488a947bd7fa43d46b9f3658016c3d6a586e60ccfba093aff24d2678198a
style-timing	docs/refactoring-plan/evidence/style-timing-bootstrap-driver.py	refactoring-tasks/terminal-components/completion/072/trusted/style-timing-bootstrap/style-timing-bootstrap-driver.py	85469d5a0f766e9a8a90b663670ddea333cb6f1ea506c3175d2f29958a87f028
style-timing	docs/refactoring-plan/evidence/style-timing-bootstrap-frame.rs	refactoring-tasks/terminal-components/completion/072/trusted/style-timing-bootstrap/style-timing-bootstrap-frame.rs	b10c13a407b27a19cd53961638dfe98ffcbbc03f76e98ad79981ab5c856a6b96
style-timing	docs/refactoring-plan/evidence/style-timing-bootstrap-probe.rs	refactoring-tasks/terminal-components/completion/072/trusted/style-timing-bootstrap/style-timing-bootstrap-probe.rs	5a0465b5b224dbc32ec41a1112fbecab95c41ae6535ba9bd205683fbfb34fc23
style-timing	docs/refactoring-plan/evidence/style-timing-bootstrap-protocol.md	refactoring-tasks/terminal-components/completion/072/trusted/style-timing-bootstrap/style-timing-bootstrap-protocol.md	b87fd28ac5e7878f70a6ed7c3ee8ca0edf2e347f5a1fdabdf1b546d0abc2f1f7
