parent_scenario	previous_primary	complete_primary	required_application_producers	flow_audit	source_clause	preserved_parent_contract
TP-043	TASK-060	TASK-063	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062;TASK-063	Preset T; Ctrl+D;cp(columns);focus(structure tabs);Right;Enter;cp(indexes);Right;Enter;cp(foreign_keys);Right;Enter;cp(ddl);PageDown;End;cp(ddl_bottom);Ctrl+D;cp(data) | Cross-surface closure moved after the downstream producer; earlier owner has explicit nonempty whole-frame and semantic contributions.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/tabs.rs:535,759;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app_tests.rs:245	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-044	TASK-060	TASK-063	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062;TASK-063	Preset T; click(Structure mode);click(Indexes structure tab);hover(Name header);click(Name header);cp(sorted);wheelDown(structure)*8;cp(scrolled);+;-;Alt+D;cp(read_only_noop);click(Data mode);cp(data) | Cross-surface closure moved after the downstream producer; earlier owner has explicit nonempty whole-frame and semantic contributions.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/workbench.rs:702,1040;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app_tests.rs:266	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-045	TASK-061	TASK-061	TASK-058;TASK-059;TASK-060;TASK-061	Preset Q(SELECT id, order_number\nFROM orders\nWHERE id > 10;); cp(nav);i;End;Enter;paste(-- 文本 é 👩‍💻);cp(edit);Esc;Ctrl+F;type(orders);cp(find);Enter;cp(match);Esc;cp(find_closed);Ctrl+Up;cp(split_up);Ctrl+Down;cp(split_down) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/tabs.rs:972,1333;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app.rs:695,759	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-046	TASK-061	TASK-063	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062;TASK-063	Preset Q(SELECT * FROM orders LIMIT 5;); i;Home;Shift+End;cp(selection);paste(SELECT id FROM customers LIMIT 2;);cp(replaced);Ctrl+Z;cp(undo);Ctrl+Y;cp(history_global_chord);Esc;cp(nav) | Cross-surface closure moved after the downstream producer; earlier owner has explicit nonempty whole-frame and semantic contributions.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/tabs.rs:1333;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app.rs:584	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-047	TASK-061	TASK-061	TASK-058;TASK-059;TASK-060;TASK-061	Preset Q(); i;type(SELECT * FROM ord);cp(auto);Down;cp(selected);Enter;cp(accepted);type( WHERE );Ctrl+Space;cp(manual);Esc;cp(dismissed);Esc;cp(nav) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app_tests.rs:307;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/tabs.rs:1233,1333;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/model.rs:567	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-048	TASK-061	TASK-061	TASK-058;TASK-059;TASK-060;TASK-061	Preset Q(); i;type(SELECT o. FROM orders o);Home;Right*9;Ctrl+Space;cp(alias);hover(completion candidate);cp(hover);click(completion candidate);cp(accepted);Esc;Ctrl+F;cp(find_no_popup_leak) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/model.rs:478,567;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/tabs.rs:1444	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-049	TASK-061	TASK-061	TASK-058;TASK-059;TASK-060;TASK-061	Preset Q(); Ctrl+R;cp(nothing);i;type(SELECT * FROM orders LIMIT 5;);Esc;Ctrl+R;cp(running0);ticks(3);cp(running3);Ctrl+R;cp(already_running);ticks(4);cp(rows) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app.rs:818;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/tabs.rs:1053,1099	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-050	TASK-061	TASK-063	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062;TASK-063	Preset QL(SELECT id FROM orders LIMIT 2;\nSELECT nope FROM orders;\nSELECT id FROM customers LIMIT 2;); Alt+R;cp(batch_start);ticks(7);cp(first_complete);ticks(5);cp(second_failed);ticks(10);cp(stopped);Ctrl+Y;cp(history) | Cross-surface closure moved after the downstream producer; earlier owner has explicit nonempty whole-frame and semantic contributions.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/tabs.rs:1028,1099;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app.rs:818	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-051	TASK-061	TASK-061	TASK-058;TASK-059;TASK-060;TASK-061	Preset QL(SELECT id FROM orders LIMIT 2;\nSELECT id FROM customers LIMIT 3;); i;Home;Ctrl+Home;Ctrl+R;cp(first_running);ticks(7);cp(first_rows);Esc;Down;Home;Shift+End;Ctrl+R;ticks(7);cp(selection_rows) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/tabs.rs:1028	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-052	TASK-061	TASK-061	TASK-058;TASK-059;TASK-060;TASK-061	Preset QL(SELECT nope FROM orders); Ctrl+R;ticks(7);cp(unknown_column);i;replace(SELEC broken);Esc;Ctrl+R;ticks(7);cp(parse_error);i;type(x);cp(diagnostic_cleared) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app_tests.rs:351;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/tabs.rs:1099	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-053	TASK-061	TASK-061	TASK-058;TASK-059;TASK-060;TASK-061	Preset Q(SELECT * FROM orders); Ctrl+R;ticks(3);Esc;cp(cancelled);Ctrl+R;ticks(2);Ctrl+C;cp(ctrl_c_cancelled);ticks(10);cp(no_late_result) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app_tests.rs:366;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/tabs.rs:1080	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-054	TASK-061	TASK-061	TASK-058;TASK-059;TASK-060;TASK-061	Preset Q(SELECT * FROM orders LIMIT 5); Ctrl+R;ticks(7);focus(result tabs);p;cp(pinned);Ctrl+R;ticks(7);cp(retained);focus(result tabs);Left;Enter;cp(active_first);.;cp(unpinned);x;cp(closed) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/tabs.rs:1053,1179,1198,1216,1333	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-055	TASK-061	TASK-061	TASK-058;TASK-059;TASK-060;TASK-061	Preset Q(SELECT * FROM orders WHERE id > 10 ORDER BY id LIMIT 5); Ctrl+X;ticks(7);cp(plan_tree);focus(plan tree);Right;Down;cp(expanded);r;cp(raw);PageDown;cp(raw_scroll);r;cp(tree_return);Alt+X;ticks(7);cp(analyze) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app_tests.rs:384;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/tabs.rs:1333,1553	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-056	TASK-061	TASK-061	TASK-058;TASK-059;TASK-060;TASK-061	Preset Q(SELECT * FROM orders LIMIT 25); Ctrl+R;ticks(7);hover(result header);cp(hover);click(result cell);wheelDown(result grid)*6;cp(scroll);drag(editor/result separator,8 rows down);cp(resized);drag(separator,top boundary);cp(clamped) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/tabs.rs:1444,1503,1518	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-057	TASK-061	TASK-061	TASK-058;TASK-059;TASK-060;TASK-061	Preset QL(UPDATE orders SET status = 'paid' WHERE id = 1); Ctrl+R;ticks(7);cp(affected);Ctrl+T;i;type(SELECT * FROM orders WHERE id = 999999999);Esc;Ctrl+R;ticks(7);cp(zero_rows) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/tabs.rs:1553;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/sql.rs:888	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-058	TASK-062	TASK-062	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062	Preset W; for each mode fresh W: Ctrl+L;Home;Down*mode_index;Enter;cp(mode);Q(SELECT id FROM orders LIMIT 1);Ctrl+R;cp(read_gate);if modal: Esc; otherwise ticks(7);Q(UPDATE orders SET status = 'paid' WHERE id = 1);Ctrl+R;cp(write_gate);if modal: Esc; otherwise ticks(7);Q(DELETE FROM orders);Ctrl+R;cp(danger_gate) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/db.rs:35;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/sql.rs:735;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app.rs:818,1341	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-059	TASK-062	TASK-062	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062	Preset Q(DELETE FROM orders); Ctrl+R;cp(gate);Enter;type(wrong);Enter;cp(disabled);focus(Execute);Enter;cp(still_open);focus(acknowledgement);replace(orders);cp(armed);focus(Execute);Enter;cp(running);ticks(7);cp(executed) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app_tests.rs:438;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app.rs:818	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-060	TASK-062	TASK-062	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062	Preset Q(DELETE FROM orders); Ctrl+R;click(acknowledgement);cp(edit);paste(orders);cp(armed);hover(Execute);down;cp(pressed);up;cp(running);ticks(7);cp(executed) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app_tests.rs:459	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-061	TASK-062	TASK-062	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062	Preset Q(DELETE FROM orders); Ctrl+R;cp(gate);click(background grid);cp(backdrop);Ctrl+T;cp(no_new_tab);Esc;cp(cancelled);ticks(20);cp(no_execution) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app.rs:1444,1867,1797	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-062	TASK-062	TASK-062	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062	Preset W; Ctrl+L;cp(picker);Home;Down*5;Enter;cp(readonly);Ctrl+L;Esc;cp(kept);click(connection strip);cp(connection_screen_oracle);/;type(Production);Enter;Down;Enter;ticks(12);cp(persisted) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app_tests.rs:648;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app.rs:1341,1546	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-063	TASK-062	TASK-063	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062;TASK-063	Preset T; cell(1,currency);Enter;Ctrl+L;paste(PARITY);Enter;Ctrl+L;End;Enter;Ctrl+S;cp(refused);p;cp(preview_still_available);Esc;cp(pending_kept) | Cross-surface closure moved after the downstream producer; earlier owner has explicit nonempty whole-frame and semantic contributions.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app.rs:987;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/widgets/grid.rs:530-595,1213-1235,1300-1345	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations; select-only cell and explicit click-cell semantics; retain source-native tests and original long-notes behavior through TP-037 variants
TP-064	TASK-062	TASK-062	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062	Preset Q(SELECT 1); i;End;type( );Esc;Ctrl+W;cp(close_gate);Esc;cp(kept);q;cp(quit_gate);Esc;cp(kept_again);Ctrl+C;cp(ctrl_c_gate);focus(Quit);Enter;assert_exit | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app.rs:274,625;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/workbench.rs:959	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-065	TASK-062	TASK-063	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062;TASK-063	Preset T; cell(1,currency);Enter;Ctrl+L;paste(PARITY);Enter;Ctrl+T;i;type(SELECT 1);Esc;q;cp(mixed_dirty);Esc;[;cp(original_grid);];cp(original_query) | Cross-surface closure moved after the downstream producer; earlier owner has explicit nonempty whole-frame and semantic contributions.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app.rs:274;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/workbench.rs:501;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/widgets/grid.rs:530-595,1213-1235,1300-1345	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations; select-only cell and explicit click-cell semantics; retain source-native tests and original long-notes behavior through TP-037 variants
TP-066	TASK-063	TASK-063	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062;TASK-063	Preset W; Ctrl+Y;cp(history);/;type(orders error);cp(search);Esc;cp(cancelled);s;cp(failed);c;cp(all_connections);/;type(zzzz_no_match);cp(empty);Esc;Home;End;PageUp;PageDown;cp(scroll) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/model.rs:396;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/workbench.rs:861;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/tabs.rs:2272	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-067	TASK-063	TASK-063	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062;TASK-063	Preset W; Ctrl+Y;Down;cp(detail);y;cp(copy);Enter;cp(opened);Ctrl+Y;cp(reused_history);r;cp(rerun_or_gate);if modal: Esc; otherwise ticks(7);Ctrl+Y;click(Copy);cp(mouse_copy);click(Open);cp(mouse_open) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app_tests.rs:556;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/workbench.rs:861	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-068	TASK-063	TASK-063	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062;TASK-063	Preset W; Ctrl+Y;click(history row 3);cp(selected);wheelDown(history list)*8;cp(list_scroll);click(SQL detail);wheelDown(SQL detail)*8;cp(detail_scroll);drag(history scrollbar,bottom);cp(bottom) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/workbench.rs:1100,1163;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/tabs.rs:2386	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-069	TASK-063	TASK-063	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062;TASK-063	Preset W; Ctrl+O;cp(open);type(ord);cp(ranked);Tab;cp(scope1);Tab;cp(scope2);Tab;cp(scope3);Tab;cp(scope0);Esc;cp(clear);Esc;cp(closed);Ctrl+P;cp(alias) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app.rs:1216,1237,1444;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/model.rs:824	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-070	TASK-063	TASK-063	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062;TASK-063	Preset W; for each target table orders,view active_customers,schema audit,database acme_prod,open Query 1,recent query: fresh W;create target if open-tab;Ctrl+O;type(exact target);cp(candidate);Enter;cp(opened) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app.rs:1546;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/model.rs:829	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-071	TASK-063	TASK-063	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062;TASK-063	Preset W; Ctrl+O;type(zzzz_no_match);cp(empty);Enter;cp(stays_open);Esc;type(orders);Alt+Enter;cp(opened_alt);Ctrl+O;type(customers);hover(first candidate);cp(hover);click(first candidate);cp(opened_mouse); separate fresh W for each picker chord Ctrl+O,Ctrl+G: Ctrl+T;i;type(SELECT );picker chord;cp(picker_over_editing_query);paste(PARITY);cp(paste_fallthrough);Esc;cp(editor_revealed) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app.rs:236-254,638-645,1232-1234,1337-1338,1444,1546,1867;workbench.rs:1194;tabs.rs:1543	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-072	TASK-063	TASK-063	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062;TASK-063	Preset C and W; ?;cp(help);Tab through full dialog focus cycle;PageDown;cp(scrolled);End;cp(bottom);wheelUp(dialog);cp(wheel);Esc;cp(restored) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app.rs:1195,1444,1867	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-073	TASK-062	TASK-063	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062;TASK-063	Preset T; Ctrl+F;select-open(Column);cp(nested);resize(80,24);cp(narrow);wheelDown(select)*8;cp(scroll);Esc;cp(select_closed);Esc;cp(filter_closed);resize(160,50);cp(restored) | Cross-surface closure moved after the downstream producer; earlier owner has explicit nonempty whole-frame and semantic contributions.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app.rs:1657,1867,2345	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-074	TASK-060	TASK-063	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062;TASK-063	Preset T; cp(initial);resize(71,20);cp(too_narrow);Ctrl+T;cp(noop);resize(72,19);cp(too_short);resize(72,20);cp(minimum);resize(160,50);cp(recovered);resize(80,24);cp(drawer) | Cross-surface closure moved after the downstream producer; earlier owner has explicit nonempty whole-frame and semantic contributions.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app.rs:491,2126;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app_tests.rs:681	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-075	TASK-064	TASK-064	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062;TASK-063	Preset C and T and Q(SELECT * FROM orders LIMIT 5); cp(initial);focus(primary);hover(primary);cp(hover);activate editing;select text;cp(selected);open overlay;cp(overlay) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/main.rs:24;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app.rs:211;02f5294bfdbf38004cc49130d0aff1d01f31434c:tools/audit_flows.sh	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-076	TASK-064	TASK-064	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062;TASK-063	Preset T; activate sortable header;cp(t0);advance_clock(139ms);cp(flash139);advance_clock(1ms);Tick;cp(flash140);advance_clock(to4999ms);cp(status4999);advance_clock(to5001ms);Tick;cp(status_expired) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app.rs:211,317	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-077	TASK-062	TASK-063	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062;TASK-063	Preset T; F10;cp(noop);open help;paste(SELECT 1);cp(no_leak);Esc;Ctrl+D;Alt+D;cp(structure_no_duplicate);Ctrl+D;cell(1,currency);Enter;Ctrl+L;type(q?z[]);cp(literal_input);Esc | Cross-surface closure moved after the downstream producer; earlier owner has explicit nonempty whole-frame and semantic contributions.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app.rs:229,491;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app_tests.rs:266;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/widgets/grid.rs:530-595,1213-1235,1300-1345	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations; select-only cell and explicit click-cell semantics; retain source-native tests and original long-notes behavior through TP-037 variants
TP-078	TASK-064	TASK-064	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062;TASK-063	Preset C; q;assert_exit;fresh C;Ctrl+C;assert_exit;fresh W;resize(60,15);q;assert_exit | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/main.rs:57;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app.rs:229,491	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-079	TASK-060	TASK-063	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062;TASK-063	Preset W; for catalog tables customers,orders,events and each catalog view: Ctrl+O;type(exact object);Enter;cp(open);Home;End;Ctrl+End;cp(edge);Enter;cp(edit_or_readonly);Esc | Cross-surface closure moved after the downstream producer; earlier owner has explicit nonempty whole-frame and semantic contributions.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/db.rs:397;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/tabs.rs:388;02f5294bfdbf38004cc49130d0aff1d01f31434c:src/widgets/grid.rs:530	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
TP-080	TASK-063	TASK-063	TASK-058;TASK-059;TASK-060;TASK-061;TASK-062;TASK-063	Preset W; hover(Safe Mode strip);cp(hover_safe);click(Safe Mode strip);cp(safety);Esc;click(scope strip);cp(scope_switcher);Esc;click(help strip);cp(help);Esc;click(connection strip);cp(connections) | Existing primary is at or after the final listed route/modal/domain producer; preserve full parent.	02f5294bfdbf38004cc49130d0aff1d01f31434c:src/bin/tablepro/app.rs:1867,2197	all original events; every original source-native assertion at original geometry; all per-size full frames/cursors; all finite variants; intact direct/PTY lane declarations
