recipe_id	app	surface	viewport	color	theme	initial_state	historical_command	steps	current_argv	expected_txt	expected_ansi	expected_cursor	expected_html	expected_png	current_artifact_dir	provenance_path	trace_path	owner	replay_policy
showcase_settings_members_tab_120x40	showcase	settings	120x40	truecolor	junie	settings_members_tab	showcase --page settings	keys(Tab Right)	["target/debug/showcase","--page","settings"]	baseline/before/showcase_settings_members_tab_120x40.txt	baseline/before/showcase_settings_members_tab_120x40.ansi	baseline/before/showcase_settings_members_tab_120x40.cursor	baseline/before/showcase_settings_members_tab_120x40.html	baseline/before/showcase_settings_members_tab_120x40.png	parity/replays/showcase_settings_members_tab_120x40	parity/replays/showcase_settings_members_tab_120x40/provenance.json	parity/replays/showcase_settings_members_tab_120x40/trace.json	apps/showcase	required
showcase_settings_remove_dialog_120x40	showcase	settings	120x40	truecolor	junie	settings_remove_dialog	showcase --page settings	keys(Tab Right) · keys(Tab Down Tab Tab Enter)	["target/debug/showcase","--page","settings"]	baseline/before/showcase_settings_remove_dialog_120x40.txt	baseline/before/showcase_settings_remove_dialog_120x40.ansi	baseline/before/showcase_settings_remove_dialog_120x40.cursor	baseline/before/showcase_settings_remove_dialog_120x40.html	baseline/before/showcase_settings_remove_dialog_120x40.png	parity/replays/showcase_settings_remove_dialog_120x40	parity/replays/showcase_settings_remove_dialog_120x40/provenance.json	parity/replays/showcase_settings_remove_dialog_120x40/trace.json	apps/showcase	required
showcase_settings_environment_tab_120x40	showcase	settings	120x40	truecolor	junie	settings_environment_tab	showcase --page settings	keys(Tab Right) · keys(Tab Down Tab Tab Enter) · keys(Escape) · keys(Tab Right Right)	["target/debug/showcase","--page","settings"]	baseline/before/showcase_settings_environment_tab_120x40.txt	baseline/before/showcase_settings_environment_tab_120x40.ansi	baseline/before/showcase_settings_environment_tab_120x40.cursor	baseline/before/showcase_settings_environment_tab_120x40.html	baseline/before/showcase_settings_environment_tab_120x40.png	parity/replays/showcase_settings_environment_tab_120x40	parity/replays/showcase_settings_environment_tab_120x40/provenance.json	parity/replays/showcase_settings_environment_tab_120x40/trace.json	apps/showcase	required
showcase_settings_environment_focused_120x40	showcase	settings	120x40	truecolor	junie	settings_environment_focused	showcase --page settings	keys(Tab Right) · keys(Tab Down Tab Tab Enter) · keys(Escape) · keys(Tab Right Right) · keys(Tab)	["target/debug/showcase","--page","settings"]	baseline/before/showcase_settings_environment_focused_120x40.txt	baseline/before/showcase_settings_environment_focused_120x40.ansi	baseline/before/showcase_settings_environment_focused_120x40.cursor	baseline/before/showcase_settings_environment_focused_120x40.html	baseline/before/showcase_settings_environment_focused_120x40.png	parity/replays/showcase_settings_environment_focused_120x40	parity/replays/showcase_settings_environment_focused_120x40/provenance.json	parity/replays/showcase_settings_environment_focused_120x40/trace.json	apps/showcase	required
showcase_chipsselects_focused_120x40	showcase	chipsselects	120x40	truecolor	junie	chipsselects_focused	showcase --page chipsselects	keys(Tab)	["target/debug/showcase","--page","chipsselects"]	baseline/before/showcase_chipsselects_focused_120x40.txt	baseline/before/showcase_chipsselects_focused_120x40.ansi	baseline/before/showcase_chipsselects_focused_120x40.cursor	baseline/before/showcase_chipsselects_focused_120x40.html	baseline/before/showcase_chipsselects_focused_120x40.png	parity/replays/showcase_chipsselects_focused_120x40	parity/replays/showcase_chipsselects_focused_120x40/provenance.json	parity/replays/showcase_chipsselects_focused_120x40/trace.json	apps/showcase	required
showcase_chipsselects_chip_moved_120x40	showcase	chipsselects	120x40	truecolor	junie	chipsselects_chip_moved	showcase --page chipsselects	keys(Tab) · keys(Right Right)	["target/debug/showcase","--page","chipsselects"]	baseline/before/showcase_chipsselects_chip_moved_120x40.txt	baseline/before/showcase_chipsselects_chip_moved_120x40.ansi	baseline/before/showcase_chipsselects_chip_moved_120x40.cursor	baseline/before/showcase_chipsselects_chip_moved_120x40.html	baseline/before/showcase_chipsselects_chip_moved_120x40.png	parity/replays/showcase_chipsselects_chip_moved_120x40	parity/replays/showcase_chipsselects_chip_moved_120x40/provenance.json	parity/replays/showcase_chipsselects_chip_moved_120x40/trace.json	apps/showcase	required
showcase_chipsselects_chip_removed_120x40	showcase	chipsselects	120x40	truecolor	junie	chipsselects_chip_removed	showcase --page chipsselects	keys(Tab) · keys(Right Right) · keys(x)	["target/debug/showcase","--page","chipsselects"]	baseline/before/showcase_chipsselects_chip_removed_120x40.txt	baseline/before/showcase_chipsselects_chip_removed_120x40.ansi	baseline/before/showcase_chipsselects_chip_removed_120x40.cursor	baseline/before/showcase_chipsselects_chip_removed_120x40.html	baseline/before/showcase_chipsselects_chip_removed_120x40.png	parity/replays/showcase_chipsselects_chip_removed_120x40	parity/replays/showcase_chipsselects_chip_removed_120x40/provenance.json	parity/replays/showcase_chipsselects_chip_removed_120x40/trace.json	apps/showcase	required
showcase_chipsselects_select_hovered_120x40	showcase	chipsselects	120x40	truecolor	junie	chipsselects_select_hovered	showcase --page chipsselects	keys(Tab) · keys(Right Right) · keys(x) · mouse(move 31,15) · (on "created_at")	["target/debug/showcase","--page","chipsselects"]	baseline/before/showcase_chipsselects_select_hovered_120x40.txt	baseline/before/showcase_chipsselects_select_hovered_120x40.ansi	baseline/before/showcase_chipsselects_select_hovered_120x40.cursor	baseline/before/showcase_chipsselects_select_hovered_120x40.html	baseline/before/showcase_chipsselects_select_hovered_120x40.png	parity/replays/showcase_chipsselects_select_hovered_120x40	parity/replays/showcase_chipsselects_select_hovered_120x40/provenance.json	parity/replays/showcase_chipsselects_select_hovered_120x40/trace.json	apps/showcase	required
showcase_chipsselects_select_open_120x40	showcase	chipsselects	120x40	truecolor	junie	chipsselects_select_open	showcase --page chipsselects	keys(Tab) · keys(Right Right) · keys(x) · mouse(move 31,15) · (on "created_at") · mouse(click 31,15) · (on "created_at")	["target/debug/showcase","--page","chipsselects"]	baseline/before/showcase_chipsselects_select_open_120x40.txt	baseline/before/showcase_chipsselects_select_open_120x40.ansi	baseline/before/showcase_chipsselects_select_open_120x40.cursor	baseline/before/showcase_chipsselects_select_open_120x40.html	baseline/before/showcase_chipsselects_select_open_120x40.png	parity/replays/showcase_chipsselects_select_open_120x40	parity/replays/showcase_chipsselects_select_open_120x40/provenance.json	parity/replays/showcase_chipsselects_select_open_120x40/trace.json	apps/showcase	required
showcase_chipsselects_select_moved_120x40	showcase	chipsselects	120x40	truecolor	junie	chipsselects_select_moved	showcase --page chipsselects	keys(Tab) · keys(Right Right) · keys(x) · mouse(move 31,15) · (on "created_at") · mouse(click 31,15) · (on "created_at") · keys(Down Down)	["target/debug/showcase","--page","chipsselects"]	baseline/before/showcase_chipsselects_select_moved_120x40.txt	baseline/before/showcase_chipsselects_select_moved_120x40.ansi	baseline/before/showcase_chipsselects_select_moved_120x40.cursor	baseline/before/showcase_chipsselects_select_moved_120x40.html	baseline/before/showcase_chipsselects_select_moved_120x40.png	parity/replays/showcase_chipsselects_select_moved_120x40	parity/replays/showcase_chipsselects_select_moved_120x40/provenance.json	parity/replays/showcase_chipsselects_select_moved_120x40/trace.json	apps/showcase	required
showcase_chipsselects_select_chosen_120x40	showcase	chipsselects	120x40	truecolor	junie	chipsselects_select_chosen	showcase --page chipsselects	keys(Tab) · keys(Right Right) · keys(x) · mouse(move 31,15) · (on "created_at") · mouse(click 31,15) · (on "created_at") · keys(Down Down) · keys(Enter)	["target/debug/showcase","--page","chipsselects"]	baseline/before/showcase_chipsselects_select_chosen_120x40.txt	baseline/before/showcase_chipsselects_select_chosen_120x40.ansi	baseline/before/showcase_chipsselects_select_chosen_120x40.cursor	baseline/before/showcase_chipsselects_select_chosen_120x40.html	baseline/before/showcase_chipsselects_select_chosen_120x40.png	parity/replays/showcase_chipsselects_select_chosen_120x40	parity/replays/showcase_chipsselects_select_chosen_120x40/provenance.json	parity/replays/showcase_chipsselects_select_chosen_120x40/trace.json	apps/showcase	required
showcase_chipsselects_select_disabled_click_120x40	showcase	chipsselects	120x40	truecolor	junie	chipsselects_select_disabled_click	showcase --page chipsselects	keys(Tab) · keys(Right Right) · keys(x) · mouse(move 31,15) · (on "created_at") · mouse(click 31,15) · (on "created_at") · keys(Down Down) · keys(Enter) · mouse(click 91,15) · (on "PostgreSQL")	["target/debug/showcase","--page","chipsselects"]	baseline/before/showcase_chipsselects_select_disabled_click_120x40.txt	baseline/before/showcase_chipsselects_select_disabled_click_120x40.ansi	baseline/before/showcase_chipsselects_select_disabled_click_120x40.cursor	baseline/before/showcase_chipsselects_select_disabled_click_120x40.html	baseline/before/showcase_chipsselects_select_disabled_click_120x40.png	parity/replays/showcase_chipsselects_select_disabled_click_120x40	parity/replays/showcase_chipsselects_select_disabled_click_120x40/provenance.json	parity/replays/showcase_chipsselects_select_disabled_click_120x40/trace.json	apps/showcase	required
showcase_chipsselects_mode_select_open_120x40	showcase	chipsselects	120x40	truecolor	junie	chipsselects_mode_select_open	showcase --page chipsselects	keys(Tab) · keys(Right Right) · keys(x) · mouse(move 31,15) · (on "created_at") · mouse(click 31,15) · (on "created_at") · keys(Down Down) · keys(Enter) · mouse(click 91,15) · (on "PostgreSQL") · mouse(click 30,7) · (on "match all")	["target/debug/showcase","--page","chipsselects"]	baseline/before/showcase_chipsselects_mode_select_open_120x40.txt	baseline/before/showcase_chipsselects_mode_select_open_120x40.ansi	baseline/before/showcase_chipsselects_mode_select_open_120x40.cursor	baseline/before/showcase_chipsselects_mode_select_open_120x40.html	baseline/before/showcase_chipsselects_mode_select_open_120x40.png	parity/replays/showcase_chipsselects_mode_select_open_120x40	parity/replays/showcase_chipsselects_mode_select_open_120x40/provenance.json	parity/replays/showcase_chipsselects_mode_select_open_120x40/trace.json	apps/showcase	required
showcase_pickers_quick_open_120x40	showcase	pickers	120x40	truecolor	junie	pickers_quick_open	showcase --page pickers	keys(Tab Enter)	["target/debug/showcase","--page","pickers"]	baseline/before/showcase_pickers_quick_open_120x40.txt	baseline/before/showcase_pickers_quick_open_120x40.ansi	baseline/before/showcase_pickers_quick_open_120x40.cursor	baseline/before/showcase_pickers_quick_open_120x40.html	baseline/before/showcase_pickers_quick_open_120x40.png	parity/replays/showcase_pickers_quick_open_120x40	parity/replays/showcase_pickers_quick_open_120x40/provenance.json	parity/replays/showcase_pickers_quick_open_120x40/trace.json	apps/showcase	required
showcase_pickers_quick_filtered_120x40	showcase	pickers	120x40	truecolor	junie	pickers_quick_filtered	showcase --page pickers	keys(Tab Enter) · type("ord")	["target/debug/showcase","--page","pickers"]	baseline/before/showcase_pickers_quick_filtered_120x40.txt	baseline/before/showcase_pickers_quick_filtered_120x40.ansi	baseline/before/showcase_pickers_quick_filtered_120x40.cursor	baseline/before/showcase_pickers_quick_filtered_120x40.html	baseline/before/showcase_pickers_quick_filtered_120x40.png	parity/replays/showcase_pickers_quick_filtered_120x40	parity/replays/showcase_pickers_quick_filtered_120x40/provenance.json	parity/replays/showcase_pickers_quick_filtered_120x40/trace.json	apps/showcase	required
showcase_pickers_quick_scope_120x40	showcase	pickers	120x40	truecolor	junie	pickers_quick_scope	showcase --page pickers	keys(Tab Enter) · type("ord") · keys(Tab)	["target/debug/showcase","--page","pickers"]	baseline/before/showcase_pickers_quick_scope_120x40.txt	baseline/before/showcase_pickers_quick_scope_120x40.ansi	baseline/before/showcase_pickers_quick_scope_120x40.cursor	baseline/before/showcase_pickers_quick_scope_120x40.html	baseline/before/showcase_pickers_quick_scope_120x40.png	parity/replays/showcase_pickers_quick_scope_120x40	parity/replays/showcase_pickers_quick_scope_120x40/provenance.json	parity/replays/showcase_pickers_quick_scope_120x40/trace.json	apps/showcase	required
showcase_pickers_tabs_open_120x40	showcase	pickers	120x40	truecolor	junie	pickers_tabs_open	showcase --page pickers	keys(Tab Enter) · type("ord") · keys(Tab) · keys(Escape Escape Escape) · mouse(click 48,7) · (on "Switch tab")	["target/debug/showcase","--page","pickers"]	baseline/before/showcase_pickers_tabs_open_120x40.txt	baseline/before/showcase_pickers_tabs_open_120x40.ansi	baseline/before/showcase_pickers_tabs_open_120x40.cursor	baseline/before/showcase_pickers_tabs_open_120x40.html	baseline/before/showcase_pickers_tabs_open_120x40.png	parity/replays/showcase_pickers_tabs_open_120x40	parity/replays/showcase_pickers_tabs_open_120x40/provenance.json	parity/replays/showcase_pickers_tabs_open_120x40/trace.json	apps/showcase	required
showcase_pickers_tabs_moved_120x40	showcase	pickers	120x40	truecolor	junie	pickers_tabs_moved	showcase --page pickers	keys(Tab Enter) · type("ord") · keys(Tab) · keys(Escape Escape Escape) · mouse(click 48,7) · (on "Switch tab") · keys(Down)	["target/debug/showcase","--page","pickers"]	baseline/before/showcase_pickers_tabs_moved_120x40.txt	baseline/before/showcase_pickers_tabs_moved_120x40.ansi	baseline/before/showcase_pickers_tabs_moved_120x40.cursor	baseline/before/showcase_pickers_tabs_moved_120x40.html	baseline/before/showcase_pickers_tabs_moved_120x40.png	parity/replays/showcase_pickers_tabs_moved_120x40	parity/replays/showcase_pickers_tabs_moved_120x40/provenance.json	parity/replays/showcase_pickers_tabs_moved_120x40/trace.json	apps/showcase	required
showcase_pickers_level_open_120x40	showcase	pickers	120x40	truecolor	junie	pickers_level_open	showcase --page pickers	keys(Tab Enter) · type("ord") · keys(Tab) · keys(Escape Escape Escape) · mouse(click 48,7) · (on "Switch tab") · keys(Down) · keys(Escape) · mouse(click 62,7) · (on "Choose a level")	["target/debug/showcase","--page","pickers"]	baseline/before/showcase_pickers_level_open_120x40.txt	baseline/before/showcase_pickers_level_open_120x40.ansi	baseline/before/showcase_pickers_level_open_120x40.cursor	baseline/before/showcase_pickers_level_open_120x40.html	baseline/before/showcase_pickers_level_open_120x40.png	parity/replays/showcase_pickers_level_open_120x40	parity/replays/showcase_pickers_level_open_120x40/provenance.json	parity/replays/showcase_pickers_level_open_120x40/trace.json	apps/showcase	required
showcase_pickers_level_moved_120x40	showcase	pickers	120x40	truecolor	junie	pickers_level_moved	showcase --page pickers	keys(Tab Enter) · type("ord") · keys(Tab) · keys(Escape Escape Escape) · mouse(click 48,7) · (on "Switch tab") · keys(Down) · keys(Escape) · mouse(click 62,7) · (on "Choose a level") · keys(Down)	["target/debug/showcase","--page","pickers"]	baseline/before/showcase_pickers_level_moved_120x40.txt	baseline/before/showcase_pickers_level_moved_120x40.ansi	baseline/before/showcase_pickers_level_moved_120x40.cursor	baseline/before/showcase_pickers_level_moved_120x40.html	baseline/before/showcase_pickers_level_moved_120x40.png	parity/replays/showcase_pickers_level_moved_120x40	parity/replays/showcase_pickers_level_moved_120x40/provenance.json	parity/replays/showcase_pickers_level_moved_120x40/trace.json	apps/showcase	required
showcase_pickers_level_chosen_120x40	showcase	pickers	120x40	truecolor	junie	pickers_level_chosen	showcase --page pickers	keys(Tab Enter) · type("ord") · keys(Tab) · keys(Escape Escape Escape) · mouse(click 48,7) · (on "Switch tab") · keys(Down) · keys(Escape) · mouse(click 62,7) · (on "Choose a level") · keys(Down) · keys(Enter)	["target/debug/showcase","--page","pickers"]	baseline/before/showcase_pickers_level_chosen_120x40.txt	baseline/before/showcase_pickers_level_chosen_120x40.ansi	baseline/before/showcase_pickers_level_chosen_120x40.cursor	baseline/before/showcase_pickers_level_chosen_120x40.html	baseline/before/showcase_pickers_level_chosen_120x40.png	parity/replays/showcase_pickers_level_chosen_120x40	parity/replays/showcase_pickers_level_chosen_120x40/provenance.json	parity/replays/showcase_pickers_level_chosen_120x40/trace.json	apps/showcase	required
showcase_chrome_bar_focused_120x40	showcase	chrome	120x40	truecolor	junie	chrome_bar_focused	showcase --page chrome	keys(Tab)	["target/debug/showcase","--page","chrome"]	baseline/before/showcase_chrome_bar_focused_120x40.txt	baseline/before/showcase_chrome_bar_focused_120x40.ansi	baseline/before/showcase_chrome_bar_focused_120x40.cursor	baseline/before/showcase_chrome_bar_focused_120x40.html	baseline/before/showcase_chrome_bar_focused_120x40.png	parity/replays/showcase_chrome_bar_focused_120x40	parity/replays/showcase_chrome_bar_focused_120x40/provenance.json	parity/replays/showcase_chrome_bar_focused_120x40/trace.json	apps/showcase	required
showcase_chrome_menu_open_120x40	showcase	chrome	120x40	truecolor	junie	chrome_menu_open	showcase --page chrome	keys(Tab) · keys(Enter)	["target/debug/showcase","--page","chrome"]	baseline/before/showcase_chrome_menu_open_120x40.txt	baseline/before/showcase_chrome_menu_open_120x40.ansi	baseline/before/showcase_chrome_menu_open_120x40.cursor	baseline/before/showcase_chrome_menu_open_120x40.html	baseline/before/showcase_chrome_menu_open_120x40.png	parity/replays/showcase_chrome_menu_open_120x40	parity/replays/showcase_chrome_menu_open_120x40/provenance.json	parity/replays/showcase_chrome_menu_open_120x40/trace.json	apps/showcase	required
showcase_chrome_menu_second_120x40	showcase	chrome	120x40	truecolor	junie	chrome_menu_second	showcase --page chrome	keys(Tab) · keys(Enter) · keys(Right)	["target/debug/showcase","--page","chrome"]	baseline/before/showcase_chrome_menu_second_120x40.txt	baseline/before/showcase_chrome_menu_second_120x40.ansi	baseline/before/showcase_chrome_menu_second_120x40.cursor	baseline/before/showcase_chrome_menu_second_120x40.html	baseline/before/showcase_chrome_menu_second_120x40.png	parity/replays/showcase_chrome_menu_second_120x40	parity/replays/showcase_chrome_menu_second_120x40/provenance.json	parity/replays/showcase_chrome_menu_second_120x40/trace.json	apps/showcase	required
showcase_chrome_menu_item_moved_120x40	showcase	chrome	120x40	truecolor	junie	chrome_menu_item_moved	showcase --page chrome	keys(Tab) · keys(Enter) · keys(Right) · keys(Down Down)	["target/debug/showcase","--page","chrome"]	baseline/before/showcase_chrome_menu_item_moved_120x40.txt	baseline/before/showcase_chrome_menu_item_moved_120x40.ansi	baseline/before/showcase_chrome_menu_item_moved_120x40.cursor	baseline/before/showcase_chrome_menu_item_moved_120x40.html	baseline/before/showcase_chrome_menu_item_moved_120x40.png	parity/replays/showcase_chrome_menu_item_moved_120x40	parity/replays/showcase_chrome_menu_item_moved_120x40/provenance.json	parity/replays/showcase_chrome_menu_item_moved_120x40/trace.json	apps/showcase	required
showcase_chrome_sessions_focused_120x40	showcase	chrome	120x40	truecolor	junie	chrome_sessions_focused	showcase --page chrome	keys(Tab) · keys(Enter) · keys(Right) · keys(Down Down) · keys(Escape) · keys(Tab)	["target/debug/showcase","--page","chrome"]	baseline/before/showcase_chrome_sessions_focused_120x40.txt	baseline/before/showcase_chrome_sessions_focused_120x40.ansi	baseline/before/showcase_chrome_sessions_focused_120x40.cursor	baseline/before/showcase_chrome_sessions_focused_120x40.html	baseline/before/showcase_chrome_sessions_focused_120x40.png	parity/replays/showcase_chrome_sessions_focused_120x40	parity/replays/showcase_chrome_sessions_focused_120x40/provenance.json	parity/replays/showcase_chrome_sessions_focused_120x40/trace.json	apps/showcase	required
showcase_chrome_context_menu_120x40	showcase	chrome	120x40	truecolor	junie	chrome_context_menu	showcase --page chrome	keys(Tab) · keys(Enter) · keys(Right) · keys(Down Down) · keys(Escape) · keys(Tab) · keys(Down) · keys(m)	["target/debug/showcase","--page","chrome"]	baseline/before/showcase_chrome_context_menu_120x40.txt	baseline/before/showcase_chrome_context_menu_120x40.ansi	baseline/before/showcase_chrome_context_menu_120x40.cursor	baseline/before/showcase_chrome_context_menu_120x40.html	baseline/before/showcase_chrome_context_menu_120x40.png	parity/replays/showcase_chrome_context_menu_120x40	parity/replays/showcase_chrome_context_menu_120x40/provenance.json	parity/replays/showcase_chrome_context_menu_120x40/trace.json	apps/showcase	required
showcase_chrome_f10_menu_120x40	showcase	chrome	120x40	truecolor	junie	chrome_f10_menu	showcase --page chrome	keys(Tab) · keys(Enter) · keys(Right) · keys(Down Down) · keys(Escape) · keys(Tab) · keys(Down) · keys(m) · keys(Escape) · keys(F10)	["target/debug/showcase","--page","chrome"]	baseline/before/showcase_chrome_f10_menu_120x40.txt	baseline/before/showcase_chrome_f10_menu_120x40.ansi	baseline/before/showcase_chrome_f10_menu_120x40.cursor	baseline/before/showcase_chrome_f10_menu_120x40.html	baseline/before/showcase_chrome_f10_menu_120x40.png	parity/replays/showcase_chrome_f10_menu_120x40	parity/replays/showcase_chrome_f10_menu_120x40/provenance.json	parity/replays/showcase_chrome_f10_menu_120x40/trace.json	apps/showcase	required
showcase_chrome_context_menu_rclick_120x40	showcase	chrome	120x40	truecolor	junie	chrome_context_menu_rclick	showcase --page chrome	keys(Tab) · keys(Enter) · keys(Right) · keys(Down Down) · keys(Escape) · keys(Tab) · keys(Down) · keys(m) · keys(Escape) · keys(F10) · keys(Escape) · mouse(rclick 32,11) · (on "3 Shell")	["target/debug/showcase","--page","chrome"]	baseline/before/showcase_chrome_context_menu_rclick_120x40.txt	baseline/before/showcase_chrome_context_menu_rclick_120x40.ansi	baseline/before/showcase_chrome_context_menu_rclick_120x40.cursor	baseline/before/showcase_chrome_context_menu_rclick_120x40.html	baseline/before/showcase_chrome_context_menu_rclick_120x40.png	parity/replays/showcase_chrome_context_menu_rclick_120x40	parity/replays/showcase_chrome_context_menu_rclick_120x40/provenance.json	parity/replays/showcase_chrome_context_menu_rclick_120x40/trace.json	apps/showcase	required
showcase_chrome_menu_mouse_120x40	showcase	chrome	120x40	truecolor	junie	chrome_menu_mouse	showcase --page chrome	keys(Tab) · keys(Enter) · keys(Right) · keys(Down Down) · keys(Escape) · keys(Tab) · keys(Down) · keys(m) · keys(Escape) · keys(F10) · keys(Escape) · mouse(rclick 32,11) · (on "3 Shell") · keys(Escape) · mouse(click 37,5) · (on "File")	["target/debug/showcase","--page","chrome"]	baseline/before/showcase_chrome_menu_mouse_120x40.txt	baseline/before/showcase_chrome_menu_mouse_120x40.ansi	baseline/before/showcase_chrome_menu_mouse_120x40.cursor	baseline/before/showcase_chrome_menu_mouse_120x40.html	baseline/before/showcase_chrome_menu_mouse_120x40.png	parity/replays/showcase_chrome_menu_mouse_120x40	parity/replays/showcase_chrome_menu_mouse_120x40/provenance.json	parity/replays/showcase_chrome_menu_mouse_120x40/trace.json	apps/showcase	required
showcase_nav_cursor_moved_120x40	showcase	nav	120x40	truecolor	junie	nav_cursor_moved	showcase --page overview	keys(Down Down)	["target/debug/showcase","--page","overview"]	baseline/before/showcase_nav_cursor_moved_120x40.txt	baseline/before/showcase_nav_cursor_moved_120x40.ansi	baseline/before/showcase_nav_cursor_moved_120x40.cursor	baseline/before/showcase_nav_cursor_moved_120x40.html	baseline/before/showcase_nav_cursor_moved_120x40.png	parity/replays/showcase_nav_cursor_moved_120x40	parity/replays/showcase_nav_cursor_moved_120x40/provenance.json	parity/replays/showcase_nav_cursor_moved_120x40/trace.json	apps/showcase	required
showcase_nav_enter_opens_inputs_120x40	showcase	nav	120x40	truecolor	junie	nav_enter_opens_inputs	showcase --page overview	keys(Down Down) · keys(Enter)	["target/debug/showcase","--page","overview"]	baseline/before/showcase_nav_enter_opens_inputs_120x40.txt	baseline/before/showcase_nav_enter_opens_inputs_120x40.ansi	baseline/before/showcase_nav_enter_opens_inputs_120x40.cursor	baseline/before/showcase_nav_enter_opens_inputs_120x40.html	baseline/before/showcase_nav_enter_opens_inputs_120x40.png	parity/replays/showcase_nav_enter_opens_inputs_120x40	parity/replays/showcase_nav_enter_opens_inputs_120x40/provenance.json	parity/replays/showcase_nav_enter_opens_inputs_120x40/trace.json	apps/showcase	required
showcase_nav_hovered_120x40	showcase	nav	120x40	truecolor	junie	nav_hovered	showcase --page overview	keys(Down Down) · keys(Enter) · mouse(move 4,13) · (on "Tables")	["target/debug/showcase","--page","overview"]	baseline/before/showcase_nav_hovered_120x40.txt	baseline/before/showcase_nav_hovered_120x40.ansi	baseline/before/showcase_nav_hovered_120x40.cursor	baseline/before/showcase_nav_hovered_120x40.html	baseline/before/showcase_nav_hovered_120x40.png	parity/replays/showcase_nav_hovered_120x40	parity/replays/showcase_nav_hovered_120x40/provenance.json	parity/replays/showcase_nav_hovered_120x40/trace.json	apps/showcase	required
showcase_nav_click_opens_tables_120x40	showcase	nav	120x40	truecolor	junie	nav_click_opens_tables	showcase --page overview	keys(Down Down) · keys(Enter) · mouse(move 4,13) · (on "Tables") · mouse(click 4,13) · (on "Tables")	["target/debug/showcase","--page","overview"]	baseline/before/showcase_nav_click_opens_tables_120x40.txt	baseline/before/showcase_nav_click_opens_tables_120x40.ansi	baseline/before/showcase_nav_click_opens_tables_120x40.cursor	baseline/before/showcase_nav_click_opens_tables_120x40.html	baseline/before/showcase_nav_click_opens_tables_120x40.png	parity/replays/showcase_nav_click_opens_tables_120x40	parity/replays/showcase_nav_click_opens_tables_120x40/provenance.json	parity/replays/showcase_nav_click_opens_tables_120x40/trace.json	apps/showcase	required
showcase_nav_next_page_key_120x40	showcase	nav	120x40	truecolor	junie	nav_next_page_key	showcase --page overview	keys(Down Down) · keys(Enter) · mouse(move 4,13) · (on "Tables") · mouse(click 4,13) · (on "Tables") · keys(])	["target/debug/showcase","--page","overview"]	baseline/before/showcase_nav_next_page_key_120x40.txt	baseline/before/showcase_nav_next_page_key_120x40.ansi	baseline/before/showcase_nav_next_page_key_120x40.cursor	baseline/before/showcase_nav_next_page_key_120x40.html	baseline/before/showcase_nav_next_page_key_120x40.png	parity/replays/showcase_nav_next_page_key_120x40	parity/replays/showcase_nav_next_page_key_120x40/provenance.json	parity/replays/showcase_nav_next_page_key_120x40/trace.json	apps/showcase	required
showcase_buttons_default_72x20	showcase	buttons	72x20	truecolor	junie	buttons_default	showcase --page buttons	(none)	["target/debug/showcase","--page","buttons"]	baseline/before/showcase_buttons_default_72x20.txt	baseline/before/showcase_buttons_default_72x20.ansi	baseline/before/showcase_buttons_default_72x20.cursor	baseline/before/showcase_buttons_default_72x20.html	baseline/before/showcase_buttons_default_72x20.png	parity/replays/showcase_buttons_default_72x20	parity/replays/showcase_buttons_default_72x20/provenance.json	parity/replays/showcase_buttons_default_72x20/trace.json	apps/showcase	required
showcase_buttons_toosmall_60x18	showcase	buttons	60x18	truecolor	junie	buttons_toosmall	showcase --page buttons	(none)	["target/debug/showcase","--page","buttons"]	baseline/before/showcase_buttons_toosmall_60x18.txt	baseline/before/showcase_buttons_toosmall_60x18.ansi	baseline/before/showcase_buttons_toosmall_60x18.cursor	baseline/before/showcase_buttons_toosmall_60x18.html	baseline/before/showcase_buttons_toosmall_60x18.png	parity/replays/showcase_buttons_toosmall_60x18	parity/replays/showcase_buttons_toosmall_60x18/provenance.json	parity/replays/showcase_buttons_toosmall_60x18/trace.json	apps/showcase	required
showcase_buttons_resized_recovered_100x30	showcase	buttons	100x30	truecolor	junie	buttons_resized_recovered	showcase --page buttons	resize(100x30)	["target/debug/showcase","--page","buttons"]	baseline/before/showcase_buttons_resized_recovered_100x30.txt	baseline/before/showcase_buttons_resized_recovered_100x30.ansi	baseline/before/showcase_buttons_resized_recovered_100x30.cursor	baseline/before/showcase_buttons_resized_recovered_100x30.html	baseline/before/showcase_buttons_resized_recovered_100x30.png	parity/replays/showcase_buttons_resized_recovered_100x30	parity/replays/showcase_buttons_resized_recovered_100x30/provenance.json	parity/replays/showcase_buttons_resized_recovered_100x30/trace.json	apps/showcase	required
tablepro_connections_default_120x40	tablepro	connections	120x40	truecolor	junie	connections_default	tablepro 	(none)	["target/debug/tablepro"]	baseline/before/tablepro_connections_default_120x40.txt	baseline/before/tablepro_connections_default_120x40.ansi	baseline/before/tablepro_connections_default_120x40.cursor	baseline/before/tablepro_connections_default_120x40.html	baseline/before/tablepro_connections_default_120x40.png	parity/replays/tablepro_connections_default_120x40	parity/replays/tablepro_connections_default_120x40/provenance.json	parity/replays/tablepro_connections_default_120x40/trace.json	apps/tablepro	required
